id;size;rank;Rdiag
238;15;15;
239;24;24;
240;3;3;
241;3;3;
242;30;30;
243;12;12;
244;3;3;
245;30;21;
246;30;30;
247;3;3;
248;81;25;
249;264;39;
250;27;27;
251;126;35;
252;21;21;
253;21;21;
254;18;15;
255;270;52;
256;9;9;
257;9;9;
258;21;21;
259;33;33;
260;41;41;
261;58;58;
262;60;60;
263;54;54;
264;53;53;
265;35;35;
266;37;37;
267;57;57;
268;52;52;
269;31;31;
270;46;46;
271;76;76;
272;25;25;
273;35;35;
274;34;34;
275;201;91;
276;191;72;
277;181;94;
278;164;63;
279;178;96;
280;130;25;
281;114;22;
282;91;30;
283;78;34;
284;51;44;
285;45;45;
286;24;24;
287;27;27;
288;1;1;
289;125;51;
290;9;9;
291;77;35;
292;18;18;
293;15;15;
294;9;9;
295;15;15;
296;4;4;
297;47;44;
298;21;21;
299;3;3;
300;70;63;
301;31;31;
302;6;6;
303;42;42;
304;18;18;
305;3;3;
306;61;18;
307;103;37;
308;12;12;
309;75;30;
310;9;9;
311;9;9;
312;4;4;
313;9;9;
314;77;28;
315;4;4;
316;19;19;
317;4;4;
318;6;6;
319;9;9;
320;3;3;
321;108;39;
322;33;23;
323;25;25;
324;131;47;
325;45;27;
326;43;43;
327;12;12;
328;50;43;
329;7;7;
330;3;3;
331;97;45;
332;15;15;
333;18;18;
334;7;7;
335;6;6;
336;42;42;
337;64;37;
338;25;25;
339;12;12;
340;101;26;
341;77;29;
342;40;21;
343;51;51;
344;57;57;
345;8;8;
346;12;12;
347;3;3;
348;30;30;
349;6;6;
350;3;3;
351;3;3;
352;3;3;
353;38;16;
354;105;20;
355;49;18;
356;45;45;
357;45;45;
358;30;30;
359;12;12;
360;3;3;
361;21;18;
362;30;30;
363;3;3;
364;91;49;
365;35;29;
366;21;21;
367;21;21;
368;15;12;
369;61;30;
370;9;9;
371;21;21;
372;33;33;
373;91;91;
374;72;72;
375;94;94;
376;63;63;
377;96;96;
378;25;25;
379;22;22;
380;30;30;
381;175;21;
382;156;21;
383;231;27;
384;67;21;
385;48;25;
386;4;3;
387;9;9;
388;61;16;
389;9;9;
390;3;3;
391;87;19;
392;117;20;
393;12;12;
394;144;18;
395;104;20;
396;12;12;
397;184;30;
398;23;15;
399;45;45;
400;144;144;
401;45;45;
402;18;12;
403;33;33;
404;99;20;
405;21;21;
406;51;12;
407;21;21;
408;33;33;
409;21;21;
410;21;21;
411;27;27;
412;21;21;
413;65;16;
414;51;12;
415;18;17;
416;20;18;
417;12;12;
418;279;279;
419;12;12;
420;33;33;
421;20;15;
422;21;21;
423;12;12;
424;21;21;
425;33;33;
426;16;16;
427;12;12;
428;47;21;
429;279;279;
430;12;12;
431;33;33;
432;69;69;
433;33;33;
434;21;21;
435;426;426;
