x,y,z,id
0,0,0,10
0,0,0,11
0,0,0,12
131.335,-112.72,-0.1477,10
131.335,-112.72,-0.1477,6
131.335,-112.72,-0.1477,12
111.236,62.8,0.6759,12
111.236,62.8,0.6759,12
111.236,62.8,0.6759,12
247.638,22.78,-2.2144,14
247.638,22.78,-2.2144,5
247.638,22.78,-2.2144,12
-1219.19,1206.77,6.4224,14
-1219.19,1206.77,6.4224,14
-1219.19,1206.77,6.4224,14
-1386.32,1189.87,5.1671,13
-1386.32,1189.87,5.1671,14
-1386.32,1189.87,5.1671,14
-1254.98,1077.14,18.7414,10
-1254.98,1077.14,18.7414,5
-1254.98,1077.14,18.7414,14
-1270.01,1325.37,3.9325,10
-1270.01,1325.37,3.9325,5
-1270.01,1325.37,3.9325,14
1881.56,4813.74,2.5824,6
1881.56,4813.74,2.5824,6
1881.56,4813.74,2.5824,6
1870.15,4984,2.9338,10
1870.15,4984,2.9338,3
1870.15,4984,2.9338,6
1753.85,4848.49,4.2439,10
1753.85,4848.49,4.2439,10
1753.85,4848.49,4.2439,6
2002.92,4870.04,1.6074,10
2002.92,4870.04,1.6074,10
2002.92,4870.04,1.6074,6
3219.47,3664.85,-1.8249,3
3219.47,3664.85,-1.8249,3
3219.47,3664.85,-1.8249,3
3387.8,3681.41,-3.6782,2
3387.8,3681.41,-3.6782,6
3387.8,3681.41,-3.6782,3
3255.03,3795.36,-1.241,11
3255.03,3795.36,-1.241,10
3255.03,3795.36,-1.241,3
3271.5,3545.9,0.4486,11
3271.5,3545.9,0.4486,11
3271.5,3545.9,0.4486,3
-465.112,661.01,1.1463,12
-465.112,661.01,1.1463,12
-465.112,661.01,1.1463,12
-517.932,665.75,1.7793,12
-517.932,665.75,1.7793,12
-517.932,665.75,1.7793,12
-476.427,614.93,2.4999,12
-476.427,614.93,2.4999,12
-476.427,614.93,2.4999,12
-485.6,703.45,-0.3634,47
-485.6,703.45,-0.3634,47
-485.6,703.45,-0.3634,47
-1091.55,1136.94,13.7221,14
-1091.55,1136.94,13.7221,14
-1091.55,1136.94,13.7221,14
-1123.65,964.42,16.5179,15
-1123.65,964.42,16.5179,15
-1123.65,964.42,16.5179,14
3088.15,3731.93,-0.182,3
3088.15,3731.93,-0.182,3
3088.15,3731.93,-0.182,3
3122.26,3909.32,-2.8716,10
3122.26,3909.32,-2.8716,10
3122.26,3909.32,-2.8716,3
1972.29,4694.3,0.2669,6
1972.29,4694.3,0.2669,6
1972.29,4694.3,0.2669,6
2135.7,4756.08,1.7121,3
2135.7,4756.08,1.7121,11
2135.7,4756.08,1.7121,6
-1096.58,1302.8,18.9158,14
-1096.58,1302.8,18.9158,14
-1096.58,1302.8,18.9158,14
-1153.71,1460.88,8.6646,11
-1153.71,1460.88,8.6646,10
-1153.71,1460.88,8.6646,14
1805.39,4676.47,0.3695,6
1805.39,4676.47,0.3695,6
1805.39,4676.47,0.3695,6
1637.55,4712.99,1.5601,14
1637.55,4712.99,1.5601,3
1637.55,4712.99,1.5601,6
3100.77,3563.97,-1.8985,3
3100.77,3563.97,-1.8985,3
3100.77,3563.97,-1.8985,3
3155.2,3410.4,-1.2337,5
3155.2,3410.4,-1.2337,7
3155.2,3410.4,-1.2337,3
-423.317,619.72,1.4608,12
-423.317,619.72,1.4608,12
-423.317,619.72,1.4608,12
-426.22,571.92,1.7583,12
-426.22,571.92,1.7583,12
-426.22,571.92,1.7583,12
-979.89,1043.94,10.0794,14
-979.89,1043.94,10.0794,14
-979.89,1043.94,10.0794,14
-1005.08,862.65,6.4083,10
-1005.08,862.65,6.4083,4
-1005.08,862.65,6.4083,14
-435.299,700.91,-0.2327,12
-435.299,700.91,-0.2327,12
-435.299,700.91,-0.2327,12
-453.269,741.14,-1.5211,47
-453.269,741.14,-1.5211,47
-453.269,741.14,-1.5211,47
-418.356,662.24,0.9399,12
-418.356,662.24,0.9399,12
-418.356,662.24,0.9399,12
2950.59,3800.69,-2.5574,3
2950.59,3800.69,-2.5574,3
2950.59,3800.69,-2.5574,3
3017.15,3999.54,-2.8114,15
3017.15,3999.54,-2.8114,5
3017.15,3999.54,-2.8114,3
2892.67,3934.22,-3.0535,3
2892.67,3934.22,-3.0535,3
2892.67,3934.22,-3.0535,3
2928.64,4075.51,-3.9178,10
2928.64,4075.51,-3.9178,10
2928.64,4075.51,-3.9178,3
2846.11,4033.39,-5.2654,3
2846.11,4033.39,-5.2654,3
2846.11,4033.39,-5.2654,3
2856.72,4137.23,-3.0469,11
2856.72,4137.23,-3.0469,11
2856.72,4137.23,-3.0469,3
2780.92,4088.58,-5.3867,3
2780.92,4088.58,-5.3867,3
2780.92,4088.58,-5.3867,3
2784.8,4198.96,-0.7284,11
2784.8,4198.96,-0.7284,15
2784.8,4198.96,-0.7284,3
