id,x,y,z
34581,1598.091,2406.13,-64.86855
34582,1598.091,2406.13,-64.86855
34583,1598.091,2406.13,-64.86855
34584,1362.501,2458.99,-64.41215
34585,1362.501,2458.99,-64.41215
34586,1362.501,2458.99,-64.41215
34587,1466.337,2416.48,-64.62185
34588,1466.337,2416.48,-64.62185
34589,1466.337,2416.48,-64.62185
34590,1356.08,2529.64,-64.3284
34591,1356.08,2529.64,-64.3284
34592,1356.08,2529.64,-64.3284
34593,1441.038,2506.99,-64.515
34594,1441.038,2506.99,-64.515
34595,1441.038,2506.99,-64.515
34596,1551.834,2498.24,-64.75705
34597,1551.834,2498.24,-64.75705
34598,1551.834,2498.24,-64.75705
34599,1407.348,2580.03,-64.34785
34600,1407.348,2580.03,-64.34785
34601,1407.348,2580.03,-64.34785
34602,1498.533,2575.39,-64.56185
34603,1498.533,2575.39,-64.56185
34604,1498.533,2575.39,-64.56185
34605,1367.541,2644.13,-64.1263
34606,1367.541,2644.13,-64.1263
34607,1367.541,2644.13,-64.1263
34608,1353.314,2699.63,-63.93435
34609,1353.314,2699.63,-63.93435
34610,1353.314,2699.63,-63.93435
34611,1381.936,2738.45,-63.8692
34612,1381.936,2738.45,-63.8692
34613,1381.936,2738.45,-63.8692
34614,1415.827,2779.04,-63.81855
34615,1415.827,2779.04,-63.81855
34616,1415.827,2779.04,-63.81855
34617,1465.053,2816.4,-63.85035
34618,1465.053,2816.4,-63.85035
34619,1465.053,2816.4,-63.85035
34620,1519.273,2854.22,-63.8127
34621,1519.273,2854.22,-63.8127
34622,1519.273,2854.22,-63.8127
34623,1452.028,2633.73,-64.35155
34624,1452.028,2633.73,-64.35155
34625,1452.028,2633.73,-64.35155
34626,1409.665,2685.1,-64.1173
34627,1409.665,2685.1,-64.1173
34628,1409.665,2685.1,-64.1173
34629,1441.772,2730.94,-64.0772
34630,1441.772,2730.94,-64.0772
34631,1441.772,2730.94,-64.0772
34632,1474.952,2769.88,-64.07285
34633,1474.952,2769.88,-64.07285
34634,1474.952,2769.88,-64.07285
34635,1541.337,2789.31,-64.27435
34636,1541.337,2789.31,-64.27435
34637,1541.337,2789.31,-64.27435
34638,1474.161,2685.43,-64.3011
34639,1474.161,2685.43,-64.3011
34640,1474.161,2685.43,-64.3011
34641,1521.635,2726.79,-64.3409
34642,1521.635,2726.79,-64.3409
34643,1521.635,2726.79,-64.3409
34644,1552.712,2654.58,-64.552
34645,1552.712,2654.58,-64.552
34646,1552.712,2654.58,-64.552
34647,1695.138,2525.77,-65.02575
34648,1695.138,2525.77,-65.02575
34649,1695.138,2525.77,-65.02575
34650,1598.769,2578.64,-64.77435
34651,1598.769,2578.64,-64.77435
34652,1598.769,2578.64,-64.77435
34653,1799.423,2645.56,-64.9538
34654,1799.423,2645.56,-64.9538
34655,1799.423,2645.56,-64.9538
34656,1673.87,2647.04,-64.7497
34657,1673.87,2647.04,-64.7497
34658,1673.87,2647.04,-64.7497
34659,1616.072,2729.84,-64.43055
34660,1616.072,2729.84,-64.43055
34661,1616.072,2729.84,-64.43055
34662,1887.572,2767.18,-64.23185
34663,1887.572,2767.18,-64.23185
34664,1887.572,2767.18,-64.23185
34665,1734.05,2743.99,-64.33345
34666,1734.05,2743.99,-64.33345
34667,1734.05,2743.99,-64.33345
34668,1618.38,2824.53,-63.9276
34669,1618.38,2824.53,-63.9276
34670,1618.38,2824.53,-63.9276
34671,1606.25,2919.36,-63.2276
34672,1606.25,2919.36,-63.2276
34673,1606.25,2919.36,-63.2276
34674,1618.029,2981.97,-62.6956
34675,1618.029,2981.97,-62.6956
34676,1618.029,2981.97,-62.6956
34677,1662.47,3019.26,-62.0764
34678,1662.47,3019.26,-62.0764
34679,1662.47,3019.26,-62.0764
34680,1704.182,3061.34,-61.3267
34681,1704.182,3061.34,-61.3267
34682,1704.182,3061.34,-61.3267
34683,1740.446,3110.06,-60.4855
34684,1740.446,3110.06,-60.4855
34685,1740.446,3110.06,-60.4855
34686,1759.985,3158.57,-59.78475
34687,1759.985,3158.57,-59.78475
34688,1759.985,3158.57,-59.78475
34689,1801.096,3189.82,-58.93415
34690,1801.096,3189.82,-58.93415
34691,1801.096,3189.82,-58.93415
34692,1834.841,3233.84,-57.8777
34693,1834.841,3233.84,-57.8777
34694,1834.841,3233.84,-57.8777
34695,1864.146,3282.13,-56.67325
34696,1864.146,3282.13,-56.67325
34697,1864.146,3282.13,-56.67325
34698,1677.926,2951.44,-62.61915
34699,1677.926,2951.44,-62.61915
34700,1677.926,2951.44,-62.61915
34701,1669.187,2887.93,-63.263
34702,1669.187,2887.93,-63.263
34703,1669.187,2887.93,-63.263
34704,1709.235,2832.77,-63.6547
34705,1709.235,2832.77,-63.6547
34706,1709.235,2832.77,-63.6547
34707,1789.831,2820.33,-63.6423
34708,1789.831,2820.33,-63.6423
34709,1789.831,2820.33,-63.6423
34710,1907.205,3326.23,-55.0816
34711,1907.205,3326.23,-55.0816
34712,1907.205,3326.23,-55.0816
34713,1939.896,3364.61,-53.6566
34714,1939.896,3364.61,-53.6566
34715,1939.896,3364.61,-53.6566
34716,1993.516,3387.48,-52.23065
34717,1993.516,3387.48,-52.23065
34718,1993.516,3387.48,-52.23065
34719,2003.604,3442.21,-50.7251
34720,2003.604,3442.21,-50.7251
34721,2003.604,3442.21,-50.7251
34722,2043.842,3474.81,-49.41095
34723,2043.842,3474.81,-49.41095
34724,2043.842,3474.81,-49.41095
34725,2072.171,3514.29,-48.22195
34726,2072.171,3514.29,-48.22195
34727,2072.171,3514.29,-48.22195
34728,2132.638,3530.79,-47.7486
34729,2132.638,3530.79,-47.7486
34730,2132.638,3530.79,-47.7486
34731,2139.385,3592.23,-46.61485
34732,2139.385,3592.23,-46.61485
34733,2139.385,3592.23,-46.61485
34734,2174.393,3627.1,-46.30315
34735,2174.393,3627.1,-46.30315
34736,2174.393,3627.1,-46.30315
34737,2203.299,3669.05,-46.1148
34738,2203.299,3669.05,-46.1148
34739,2203.299,3669.05,-46.1148
34740,1758.286,2906.85,-62.75055
34741,1758.286,2906.85,-62.75055
34742,1758.286,2906.85,-62.75055
34743,1850.313,2870.96,-62.94245
34744,1850.313,2870.96,-62.94245
34745,1850.313,2870.96,-62.94245
34746,1951.607,2887.19,-62.44855
34747,1951.607,2887.19,-62.44855
34748,1951.607,2887.19,-62.44855
34749,2061.622,2952.3,-60.68065
34750,2061.622,2952.3,-60.68065
34751,2061.622,2952.3,-60.68065
34752,1744.397,2987.23,-61.8591
34753,1744.397,2987.23,-61.8591
34754,1744.397,2987.23,-61.8591
34755,1785.298,3044.7,-60.8655
34756,1785.298,3044.7,-60.8655
34757,1785.298,3044.7,-60.8655
34758,1849.936,2958.51,-61.68625
34759,1849.936,2958.51,-61.68625
34760,1849.936,2958.51,-61.68625
34761,2157.043,3049.82,-58.0365
34762,2157.043,3049.82,-58.0365
34763,2157.043,3049.82,-58.0365
34764,1822.565,3113.0,-59.63065
34765,1822.565,3113.0,-59.63065
34766,1822.565,3113.0,-59.63065
34767,1864.463,3039.65,-60.3529
34768,1864.463,3039.65,-60.3529
34769,1864.463,3039.65,-60.3529
34770,1953.127,2994.69,-60.5326
34771,1953.127,2994.69,-60.5326
34772,1953.127,2994.69,-60.5326
34773,2029.067,3069.47,-58.58025
34774,2029.067,3069.47,-58.58025
34775,2029.067,3069.47,-58.58025
34776,1922.144,3086.41,-59.12295
34777,1922.144,3086.41,-59.12295
34778,1922.144,3086.41,-59.12295
34779,1873.455,3161.05,-58.37805
34780,1873.455,3161.05,-58.37805
34781,1873.455,3161.05,-58.37805
34782,1902.65,3218.94,-57.0687
34783,1902.65,3218.94,-57.0687
34784,1902.65,3218.94,-57.0687
34785,1924.471,3274.07,-55.76075
34786,1924.471,3274.07,-55.76075
34787,1924.471,3274.07,-55.76075
34788,1986.772,3312.84,-54.03695
34789,1986.772,3312.84,-54.03695
34790,1986.772,3312.84,-54.03695
34791,1958.883,3151.77,-57.60135
34792,1958.883,3151.77,-57.60135
34793,1958.883,3151.77,-57.60135
34794,1978.437,3233.77,-55.7962
34795,1978.437,3233.77,-55.7962
34796,1978.437,3233.77,-55.7962
34797,2036.149,3176.3,-56.3623
34798,2036.149,3176.3,-56.3623
34799,2036.149,3176.3,-56.3623
34800,2108.646,3130.09,-56.73555
34801,2108.646,3130.09,-56.73555
34802,2108.646,3130.09,-56.73555
34803,2208.274,3165.11,-55.34415
34804,2208.274,3165.11,-55.34415
34805,2208.274,3165.11,-55.34415
34806,2304.765,3240.67,-53.4038
34807,2304.765,3240.67,-53.4038
34808,2304.765,3240.67,-53.4038
34809,2403.192,3351.67,-51.3037
34810,2403.192,3351.67,-51.3037
34811,2403.192,3351.67,-51.3037
34812,2498.681,3481.28,-49.67505
34813,2498.681,3481.28,-49.67505
34814,2498.681,3481.28,-49.67505
34815,2078.008,3341.11,-52.3829
34816,2078.008,3341.11,-52.3829
34817,2078.008,3341.11,-52.3829
34818,2063.471,3264.69,-54.24525
34819,2063.471,3264.69,-54.24525
34820,2063.471,3264.69,-54.24525
34821,2123.494,3208.33,-54.97745
34822,2123.494,3208.33,-54.97745
34823,2123.494,3208.33,-54.97745
34824,2612.661,3617.38,-48.85315
34825,2612.661,3617.38,-48.85315
34826,2612.661,3617.38,-48.85315
34827,2688.602,3744.51,-48.48465
34828,2688.602,3744.51,-48.48465
34829,2688.602,3744.51,-48.48465
34830,2702.544,3869.17,-48.2119
34831,2702.544,3869.17,-48.2119
34832,2702.544,3869.17,-48.2119
34833,2670.908,3974.18,-48.05705
34834,2670.908,3974.18,-48.05705
34835,2670.908,3974.18,-48.05705
34836,2624.819,4053.74,-48.0364
34837,2624.819,4053.74,-48.0364
34838,2624.819,4053.74,-48.0364
34839,2585.021,4125.58,-48.16555
34840,2585.021,4125.58,-48.16555
34841,2585.021,4125.58,-48.16555
34842,2544.738,4183.17,-48.354
34843,2544.738,4183.17,-48.354
34844,2544.738,4183.17,-48.354
34845,2184.462,3282.87,-53.0007
34846,2184.462,3282.87,-53.0007
34847,2184.462,3282.87,-53.0007
34848,2273.45,3361.35,-51.1481
34849,2273.45,3361.35,-51.1481
34850,2273.45,3361.35,-51.1481
34851,2350.494,3453.14,-49.61905
34852,2350.494,3453.14,-49.61905
34853,2350.494,3453.14,-49.61905
34854,2165.802,3382.53,-50.9333
34855,2165.802,3382.53,-50.9333
34856,2165.802,3382.53,-50.9333
34857,2227.323,3460.68,-49.24795
34858,2227.323,3460.68,-49.24795
34859,2227.323,3460.68,-49.24795
34860,2075.13,3409.74,-50.78625
34861,2075.13,3409.74,-50.78625
34862,2075.13,3409.74,-50.78625
34863,2130.701,3457.53,-49.36235
34864,2130.701,3457.53,-49.36235
34865,2130.701,3457.53,-49.36235
34866,2202.508,3550.11,-47.5933
34867,2202.508,3550.11,-47.5933
34868,2202.508,3550.11,-47.5933
34869,2288.959,3533.31,-48.20175
34870,2288.959,3533.31,-48.20175
34871,2288.959,3533.31,-48.20175
34872,2243.565,3605.55,-47.01915
34873,2243.565,3605.55,-47.01915
34874,2243.565,3605.55,-47.01915
34875,2391.905,3546.39,-48.50215
34876,2391.905,3546.39,-48.50215
34877,2391.905,3546.39,-48.50215
34878,2320.755,3612.18,-47.41225
34879,2320.755,3612.18,-47.41225
34880,2320.755,3612.18,-47.41225
34881,2486.514,3589.76,-48.5054
34882,2486.514,3589.76,-48.5054
34883,2486.514,3589.76,-48.5054
34884,2404.194,3638.9,-47.66025
34885,2404.194,3638.9,-47.66025
34886,2404.194,3638.9,-47.66025
34887,2261.006,3670.58,-46.5176
34888,2261.006,3670.58,-46.5176
34889,2261.006,3670.58,-46.5176
34890,2256.744,3727.33,-46.20435
34891,2256.744,3727.33,-46.20435
34892,2256.744,3727.33,-46.20435
34893,2329.26,3690.6,-46.8508
34894,2329.26,3690.6,-46.8508
34895,2329.26,3690.6,-46.8508
34896,2285.086,3763.45,-46.336
34897,2285.086,3763.45,-46.336
34898,2285.086,3763.45,-46.336
34899,2316.715,3811.9,-46.5244
34900,2316.715,3811.9,-46.5244
34901,2316.715,3811.9,-46.5244
34902,2341.897,3753.49,-46.69805
34903,2341.897,3753.49,-46.69805
34904,2341.897,3753.49,-46.69805
34905,2360.183,3855.11,-46.79615
34906,2360.183,3855.11,-46.79615
34907,2360.183,3855.11,-46.79615
34908,2388.289,3791.61,-46.89545
34909,2388.289,3791.61,-46.89545
34910,2388.289,3791.61,-46.89545
34911,2404.94,3906.76,-47.09115
34912,2404.94,3906.76,-47.09115
34913,2404.94,3906.76,-47.09115
34914,2435.464,3838.89,-47.1159
34915,2435.464,3838.89,-47.1159
34916,2435.464,3838.89,-47.1159
34917,2408.408,3715.79,-47.22555
34918,2408.408,3715.79,-47.22555
34919,2408.408,3715.79,-47.22555
34920,2473.113,3763.49,-47.4174
34921,2473.113,3763.49,-47.4174
34922,2473.113,3763.49,-47.4174
34923,2502.612,3674.17,-47.9618
34924,2502.612,3674.17,-47.9618
34925,2502.612,3674.17,-47.9618
34926,2576.774,3736.19,-48.0217
34927,2576.774,3736.19,-48.0217
34928,2576.774,3736.19,-48.0217
34929,2611.495,3828.32,-47.91935
34930,2611.495,3828.32,-47.91935
34931,2611.495,3828.32,-47.91935
34932,2619.04,3913.63,-47.8724
34933,2619.04,3913.63,-47.8724
34934,2619.04,3913.63,-47.8724
34935,2523.733,3823.9,-47.54265
34936,2523.733,3823.9,-47.54265
34937,2523.733,3823.9,-47.54265
34938,2472.975,3892.14,-47.31065
34939,2472.975,3892.14,-47.31065
34940,2472.975,3892.14,-47.31065
34941,2568.2,3984.36,-47.7674
34942,2568.2,3984.36,-47.7674
34943,2568.2,3984.36,-47.7674
34944,2553.595,4063.25,-47.92405
34945,2553.595,4063.25,-47.92405
34946,2553.595,4063.25,-47.92405
34947,2541.688,3905.91,-47.5873
34948,2541.688,3905.91,-47.5873
34949,2541.688,3905.91,-47.5873
34950,2505.97,4023.97,-47.7149
34951,2505.97,4023.97,-47.7149
34952,2505.97,4023.97,-47.7149
34953,2356.43,4179.61,-48.526
34954,2356.43,4179.61,-48.526
34955,2356.43,4179.61,-48.526
34956,2360.984,4114.84,-48.08855
34957,2360.984,4114.84,-48.08855
34958,2360.984,4114.84,-48.08855
34959,2287.619,4131.93,-48.37855
34960,2287.619,4131.93,-48.37855
34961,2287.619,4131.93,-48.37855
34962,2331.306,4071.08,-47.82685
34963,2331.306,4071.08,-47.82685
34964,2331.306,4071.08,-47.82685
34965,2195.664,4128.69,-48.79405
34966,2195.664,4128.69,-48.79405
34967,2195.664,4128.69,-48.79405
34968,2274.26,4055.82,-47.8091
34969,2274.26,4055.82,-47.8091
34970,2274.26,4055.82,-47.8091
34971,2096.376,4094.89,-49.27675
34972,2096.376,4094.89,-49.27675
34973,2096.376,4094.89,-49.27675
34974,2194.955,4065.24,-48.1841
34975,2194.955,4065.24,-48.1841
34976,2194.955,4065.24,-48.1841
34977,2249.207,4011.11,-47.48865
34978,2249.207,4011.11,-47.48865
34979,2249.207,4011.11,-47.48865
34980,2246.362,3960.4,-47.06435
34981,2246.362,3960.4,-47.06435
34982,2246.362,3960.4,-47.06435
34983,2217.096,3919.95,-46.7327
34984,2217.096,3919.95,-46.7327
34985,2217.096,3919.95,-46.7327
34986,2177.294,3886.65,-46.41435
34987,2177.294,3886.65,-46.41435
34988,2177.294,3886.65,-46.41435
34989,2137.018,3851.41,-46.0391
34990,2137.018,3851.41,-46.0391
34991,2137.018,3851.41,-46.0391
34992,2104.438,3809.8,-45.5846
34993,2104.438,3809.8,-45.5846
34994,2104.438,3809.8,-45.5846
34995,2203.927,4005.13,-47.5484
34996,2203.927,4005.13,-47.5484
34997,2203.927,4005.13,-47.5484
34998,2151.299,4038.74,-48.1655
34999,2151.299,4038.74,-48.1655
35000,2151.299,4038.74,-48.1655
35001,2199.548,3960.3,-47.1149
35002,2199.548,3960.3,-47.1149
35003,2199.548,3960.3,-47.1149
35004,2151.929,3985.95,-47.5576
35005,2151.929,3985.95,-47.5576
35006,2151.929,3985.95,-47.5576
35007,2098.005,4024.37,-48.41685
35008,2098.005,4024.37,-48.41685
35009,2098.005,4024.37,-48.41685
35010,2014.116,4024.79,-49.4849
35011,2014.116,4024.79,-49.4849
35012,2014.116,4024.79,-49.4849
35013,2155.151,3936.39,-46.9723
35014,2155.151,3936.39,-46.9723
35015,2155.151,3936.39,-46.9723
35016,2101.614,3908.75,-46.8322
35017,2101.614,3908.75,-46.8322
35018,2101.614,3908.75,-46.8322
35019,2053.585,3868.73,-46.5101
35020,2053.585,3868.73,-46.5101
35021,2053.585,3868.73,-46.5101
35022,2082.848,3971.15,-47.8315
35023,2082.848,3971.15,-47.8315
35024,2082.848,3971.15,-47.8315
35025,2007.058,3947.81,-48.44235
35026,2007.058,3947.81,-48.44235
35027,2007.058,3947.81,-48.44235
35028,1954.916,3893.29,-48.44865
35029,1954.916,3893.29,-48.44865
35030,1954.916,3893.29,-48.44865
35031,1837.283,3897.43,-52.3671
35032,1837.283,3897.43,-52.3671
35033,1837.283,3897.43,-52.3671
35034,1727.012,3830.43,-57.3851
35035,1727.012,3830.43,-57.3851
35036,1727.012,3830.43,-57.3851
35037,1629.648,3731.39,-62.7784
35038,1629.648,3731.39,-62.7784
35039,1629.648,3731.39,-62.7784
35040,2025.223,3807.18,-45.59945
35041,2025.223,3807.18,-45.59945
35042,2025.223,3807.18,-45.59945
35043,2044.305,3737.92,-44.6519
35044,2044.305,3737.92,-44.6519
35045,2044.305,3737.92,-44.6519
35046,2002.548,3693.61,-44.3248
35047,2002.548,3693.61,-44.3248
35048,2002.548,3693.61,-44.3248
35049,1972.994,3643.62,-45.24185
35050,1972.994,3643.62,-45.24185
35051,1972.994,3643.62,-45.24185
35052,1924.445,3828.21,-47.7864
35053,1924.445,3828.21,-47.7864
35054,1924.445,3828.21,-47.7864
35055,1972.232,3759.27,-44.99605
35056,1972.232,3759.27,-44.99605
35057,1972.232,3759.27,-44.99605
35058,1835.319,3818.81,-51.3252
35059,1835.319,3818.81,-51.3252
35060,1835.319,3818.81,-51.3252
35061,1893.838,3760.69,-47.29015
35062,1893.838,3760.69,-47.29015
35063,1893.838,3760.69,-47.29015
35064,1936.598,3698.19,-44.2511
35065,1936.598,3698.19,-44.2511
35066,1936.598,3698.19,-44.2511
35067,1807.26,3756.21,-52.18695
35068,1807.26,3756.21,-52.18695
35069,1807.26,3756.21,-52.18695
35070,1727.936,3735.02,-57.018
35071,1727.936,3735.02,-57.018
35072,1727.936,3735.02,-57.018
35073,1867.411,3693.27,-48.0918
35074,1867.411,3693.27,-48.0918
35075,1867.411,3693.27,-48.0918
35076,1789.614,3683.98,-53.07235
35077,1789.614,3683.98,-53.07235
35078,1789.614,3683.98,-53.07235
35079,1918.198,3624.3,-47.03055
35080,1918.198,3624.3,-47.03055
35081,1918.198,3624.3,-47.03055
35082,1846.273,3629.55,-50.23635
35083,1846.273,3629.55,-50.23635
35084,1846.273,3629.55,-50.23635
35085,1885.376,3569.19,-49.88895
35086,1885.376,3569.19,-49.88895
35087,1885.376,3569.19,-49.88895
35088,1856.493,3520.8,-52.3077
35089,1856.493,3520.8,-52.3077
35090,1856.493,3520.8,-52.3077
35091,1816.438,3479.89,-54.6988
35092,1816.438,3479.89,-54.6988
35093,1816.438,3479.89,-54.6988
35094,1780.364,3444.61,-56.6269
35095,1780.364,3444.61,-56.6269
35096,1780.364,3444.61,-56.6269
35097,1756.906,3402.93,-58.0037
35098,1756.906,3402.93,-58.0037
35099,1756.906,3402.93,-58.0037
35100,1728.038,3358.23,-59.34955
35101,1728.038,3358.23,-59.34955
35102,1728.038,3358.23,-59.34955
35103,1688.78,3318.02,-60.6974
35104,1688.78,3318.02,-60.6974
35105,1688.78,3318.02,-60.6974
35106,1650.224,3281.29,-61.65345
35107,1650.224,3281.29,-61.65345
35108,1650.224,3281.29,-61.65345
35109,1620.04,3239.8,-61.9498
35110,1620.04,3239.8,-61.9498
35111,1620.04,3239.8,-61.9498
35112,1588.115,3194.1,-62.0464
35113,1588.115,3194.1,-62.0464
35114,1588.115,3194.1,-62.0464
35115,1551.507,3150.03,-62.99095
35116,1551.507,3150.03,-62.99095
35117,1551.507,3150.03,-62.99095
35118,1513.849,3109.6,-63.5241
35119,1513.849,3109.6,-63.5241
35120,1513.849,3109.6,-63.5241
35121,1479.723,3066.46,-63.7047
35122,1479.723,3066.46,-63.7047
35123,1479.723,3066.46,-63.7047
35124,1440.156,3020.34,-63.67935
35125,1440.156,3020.34,-63.67935
35126,1440.156,3020.34,-63.67935
35127,1382.969,2986.24,-63.49345
35128,1382.969,2986.24,-63.49345
35129,1382.969,2986.24,-63.49345
35130,1353.277,2932.78,-63.13475
35131,1353.277,2932.78,-63.13475
35132,1353.277,2932.78,-63.13475
35133,1323.443,2884.7,-63.1074
35134,1323.443,2884.7,-63.1074
35135,1323.443,2884.7,-63.1074
35136,1287.158,2842.02,-63.2806
35137,1287.158,2842.02,-63.2806
35138,1287.158,2842.02,-63.2806
35139,1247.233,2802.91,-63.5088
35140,1247.233,2802.91,-63.5088
35141,1247.233,2802.91,-63.5088
35142,1217.254,2760.19,-63.71065
35143,1217.254,2760.19,-63.71065
35144,1217.254,2760.19,-63.71065
35145,1161.922,2736.76,-63.88475
35146,1161.922,2736.76,-63.88475
35147,1161.922,2736.76,-63.88475
35148,1138.899,2686.58,-64.0
35149,1138.899,2686.58,-64.0
35150,1138.899,2686.58,-64.0
35151,1099.96,2654.2,-64.09585
35152,1099.96,2654.2,-64.09585
35153,1099.96,2654.2,-64.09585
35154,1066.367,2605.02,-64.1641
35155,1066.367,2605.02,-64.1641
35156,1066.367,2605.02,-64.1641
35157,1029.834,2558.25,-63.54275
35158,1029.834,2558.25,-63.54275
35159,1029.834,2558.25,-63.54275
35160,999.372,2513.69,-62.44665
35161,999.372,2513.69,-62.44665
35162,999.372,2513.69,-62.44665
35163,965.185,2472.78,-61.69085
35164,965.185,2472.78,-61.69085
35165,965.185,2472.78,-61.69085
35166,928.335,2436.7,-61.29465
35167,928.335,2436.7,-61.29465
35168,928.335,2436.7,-61.29465
35169,894.848,2398.47,-60.6391
35170,894.848,2398.47,-60.6391
35171,894.848,2398.47,-60.6391
35172,865.873,2358.43,-59.69545
35173,865.873,2358.43,-59.69545
35174,865.873,2358.43,-59.69545
35175,833.087,2318.39,-58.90385
35176,833.087,2318.39,-58.90385
35177,833.087,2318.39,-58.90385
35178,797.551,2277.47,-58.1728
35179,797.551,2277.47,-58.1728
35180,797.551,2277.47,-58.1728
35181,760.601,2235.98,-57.4654
35182,760.601,2235.98,-57.4654
35183,760.601,2235.98,-57.4654
35184,1699.421,3660.16,-58.59685
35185,1699.421,3660.16,-58.59685
35186,1699.421,3660.16,-58.59685
35187,1770.515,3623.63,-54.6437
35188,1770.515,3623.63,-54.6437
35189,1770.515,3623.63,-54.6437
35190,1809.958,3576.37,-53.16775
35191,1809.958,3576.37,-53.16775
35192,1809.958,3576.37,-53.16775
35193,1785.025,3531.9,-55.1057
35194,1785.025,3531.9,-55.1057
35195,1785.025,3531.9,-55.1057
35196,1730.144,3504.74,-57.9753
35197,1730.144,3504.74,-57.9753
35198,1730.144,3504.74,-57.9753
35199,1701.321,3458.48,-59.66835
35200,1701.321,3458.48,-59.66835
35201,1701.321,3458.48,-59.66835
35202,1696.904,3406.95,-60.2067
35203,1696.904,3406.95,-60.2067
35204,1696.904,3406.95,-60.2067
35205,1658.924,3374.87,-61.81345
35206,1658.924,3374.87,-61.81345
35207,1658.924,3374.87,-61.81345
35208,1631.912,3334.59,-62.72545
35209,1631.912,3334.59,-62.72545
35210,1631.912,3334.59,-62.72545
35211,1579.796,3314.74,-64.7148
35212,1579.796,3314.74,-64.7148
35213,1579.796,3314.74,-64.7148
35214,1705.286,3578.4,-58.5092
35215,1705.286,3578.4,-58.5092
35216,1705.286,3578.4,-58.5092
35217,1562.704,3250.71,-64.05085
35218,1562.704,3250.71,-64.05085
35219,1562.704,3250.71,-64.05085
35220,1528.461,3203.04,-64.2106
35221,1528.461,3203.04,-64.2106
35222,1528.461,3203.04,-64.2106
35223,1486.38,3165.65,-64.68885
35224,1486.38,3165.65,-64.68885
35225,1486.38,3165.65,-64.68885
35226,1456.238,3123.43,-64.5471
35227,1456.238,3123.43,-64.5471
35228,1456.238,3123.43,-64.5471
35229,1426.97,3076.57,-64.244
35230,1426.97,3076.57,-64.244
35231,1426.97,3076.57,-64.244
35232,1387.25,3042.8,-64.0333
35233,1387.25,3042.8,-64.0333
35234,1387.25,3042.8,-64.0333
35235,1598.432,3624.79,-63.4782
35236,1598.432,3624.79,-63.4782
35237,1598.432,3624.79,-63.4782
35238,1502.551,3556.7,-66.6384
35239,1502.551,3556.7,-66.6384
35240,1502.551,3556.7,-66.6384
35241,1619.642,3526.72,-62.7213
35242,1619.642,3526.72,-62.7213
35243,1619.642,3526.72,-62.7213
35244,1419.671,3455.26,-68.79615
35245,1419.671,3455.26,-68.79615
35246,1419.671,3455.26,-68.79615
35247,1535.727,3462.7,-66.2789
35248,1535.727,3462.7,-66.2789
35249,1535.727,3462.7,-66.2789
35250,1626.592,3446.99,-62.88085
35251,1626.592,3446.99,-62.88085
35252,1626.592,3446.99,-62.88085
35253,1582.446,3389.97,-64.9327
35254,1582.446,3389.97,-64.9327
35255,1582.446,3389.97,-64.9327
35256,1489.962,3376.77,-68.67535
35257,1489.962,3376.77,-68.67535
35258,1489.962,3376.77,-68.67535
35259,1518.495,3304.36,-67.2524
35260,1518.495,3304.36,-67.2524
35261,1518.495,3304.36,-67.2524
35262,1375.298,3359.12,-69.2285
35263,1375.298,3359.12,-69.2285
35264,1375.298,3359.12,-69.2285
35265,1448.861,3303.12,-68.8207
35266,1448.861,3303.12,-68.8207
35267,1448.861,3303.12,-68.8207
35268,1502.475,3257.17,-66.43785
35269,1502.475,3257.17,-66.43785
35270,1502.475,3257.17,-66.43785
35271,1455.956,3229.04,-66.66715
35272,1455.956,3229.04,-66.66715
35273,1455.956,3229.04,-66.66715
35274,1276.916,3301.07,-68.32315
35275,1276.916,3301.07,-68.32315
35276,1276.916,3301.07,-68.32315
35277,1376.86,3270.07,-68.15715
35278,1376.86,3270.07,-68.15715
35279,1376.86,3270.07,-68.15715
35280,1403.437,3186.67,-66.27885
35281,1403.437,3186.67,-66.27885
35282,1403.437,3186.67,-66.27885
35283,1397.639,3128.37,-65.21875
35284,1397.639,3128.37,-65.21875
35285,1397.639,3128.37,-65.21875
35286,1322.867,3220.97,-67.2337
35287,1322.867,3220.97,-67.2337
35288,1322.867,3220.97,-67.2337
35289,1321.332,3146.97,-65.89585
35290,1321.332,3146.97,-65.89585
35291,1321.332,3146.97,-65.89585
35292,1230.244,3210.05,-67.02385
35293,1230.244,3210.05,-67.02385
35294,1230.244,3210.05,-67.02385
35295,1133.683,3158.04,-66.35745
35296,1133.683,3158.04,-66.35745
35297,1133.683,3158.04,-66.35745
35298,1366.895,3093.12,-64.7979
35299,1366.895,3093.12,-64.7979
35300,1366.895,3093.12,-64.7979
35301,1236.662,3119.95,-65.63795
35302,1236.662,3119.95,-65.63795
35303,1236.662,3119.95,-65.63795
35304,1316.907,3064.34,-64.4994
35305,1316.907,3064.34,-64.4994
35306,1316.907,3064.34,-64.4994
35307,1314.977,2992.97,-63.44015
35308,1314.977,2992.97,-63.44015
35309,1314.977,2992.97,-63.44015
35310,1251.487,3043.54,-64.39335
35311,1251.487,3043.54,-64.39335
35312,1251.487,3043.54,-64.39335
35313,1298.666,2936.14,-62.8456
35314,1298.666,2936.14,-62.8456
35315,1298.666,2936.14,-62.8456
35316,1160.862,3071.66,-65.22385
35317,1160.862,3071.66,-65.22385
35318,1160.862,3071.66,-65.22385
35319,1046.177,3067.16,-65.61825
