id,x,y,z
22772,261.776,1394.34,-34.2973
22773,306.752,1432.86,-36.07145
22774,306.752,1432.86,-36.07145
22775,306.752,1432.86,-36.07145
22776,339.282,1362.97,-35.9432
22777,339.282,1362.97,-35.9432
22778,339.282,1362.97,-35.9432
22779,434.841,1324.73,-35.767275
22780,434.841,1324.73,-35.767275
22781,434.841,1324.73,-35.767275
22782,543.574,1259.05,-35.533075
22783,543.574,1259.05,-35.533075
22784,543.574,1259.05,-35.533075
22785,655.599,1324.47,-35.397375
22786,655.599,1324.47,-35.397375
22787,655.599,1324.47,-35.397375
22788,762.538,1424.71,-35.2769
22789,762.538,1424.71,-35.2769
22790,762.538,1424.71,-35.2769
22791,405.123,1413.8,-35.911675
22792,405.123,1413.8,-35.911675
22793,405.123,1413.8,-35.911675
22794,531.104,1378.33,-35.6697
22795,531.104,1378.33,-35.6697
22796,531.104,1378.33,-35.6697
22797,636.123,1435.4,-35.536925
22798,636.123,1435.4,-35.536925
22799,636.123,1435.4,-35.536925
22800,2063.074,4311.88,-33.74215
22801,2063.074,4311.88,-33.74215
22802,2063.074,4311.88,-33.74215
22803,1947.691,4212.97,-34.44435
22804,1947.691,4212.97,-34.44435
22805,1947.691,4212.97,-34.44435
22806,2195.645,4284.13,-32.6829
22807,2195.645,4284.13,-32.6829
22808,2195.645,4284.13,-32.6829
22809,2317.134,4259.47,-31.8969
22810,2317.134,4259.47,-31.8969
22811,2317.134,4259.47,-31.8969
22812,1833.446,4094.71,-35.483725
22813,1833.446,4094.71,-35.483725
22814,1833.446,4094.71,-35.483725
22815,2420.775,4223.76,-31.292425
22816,2420.775,4223.76,-31.292425
22817,2420.775,4223.76,-31.292425
22818,308.595,1537.62,-31.2388
22819,308.595,1537.62,-31.2388
22820,308.595,1537.62,-31.2388
22821,283.887,1600.57,-26.8506
22822,283.887,1600.57,-26.8506
22823,283.887,1600.57,-26.8506
22824,335.337,1473.4,-36.08555
22825,335.337,1473.4,-36.08555
22826,335.337,1473.4,-36.08555
22827,345.941,1575.77,-32.6284
22828,345.941,1575.77,-32.6284
22829,345.941,1575.77,-32.6284
22830,316.218,1638.26,-27.776225
22831,316.218,1638.26,-27.776225
22832,316.218,1638.26,-27.776225
22833,381.081,1622.27,-33.400025
22834,381.081,1622.27,-33.400025
22835,381.081,1622.27,-33.400025
22836,363.099,1692.92,-29.042325
22837,363.099,1692.92,-29.042325
22838,363.099,1692.92,-29.042325
22839,416.847,1665.82,-34.375375
22840,416.847,1665.82,-34.375375
22841,416.847,1665.82,-34.375375
22842,395.43,1730.61,-29.80165
22843,395.43,1730.61,-29.80165
22844,395.43,1730.61,-29.80165
22845,448.019,1710.33,-34.8944
22846,448.019,1710.33,-34.8944
22847,448.019,1710.33,-34.8944
22848,427.761,1768.31,-31.2115
22849,427.761,1768.31,-31.2115
22850,427.761,1768.31,-31.2115
22851,480.943,1753.78,-35.62205
22852,480.943,1753.78,-35.62205
22853,480.943,1753.78,-35.62205
22854,460.093,1806.0,-32.204175
22855,460.093,1806.0,-32.204175
22856,460.093,1806.0,-32.204175
22857,514.545,1794.31,-36.147475
22858,514.545,1794.31,-36.147475
22859,514.545,1794.31,-36.147475
22860,492.424,1843.69,-32.7624
22861,492.424,1843.69,-32.7624
22862,492.424,1843.69,-32.7624
22863,555.11,1833.22,-36.118025
22864,555.11,1833.22,-36.118025
22865,555.11,1833.22,-36.118025
22866,524.755,1881.39,-33.737975
22867,524.755,1881.39,-33.737975
22868,524.755,1881.39,-33.737975
22869,599.126,1872.56,-36.08105
22870,599.126,1872.56,-36.08105
22871,599.126,1872.56,-36.08105
22872,571.636,1936.04,-35.326225
22873,571.636,1936.04,-35.326225
22874,571.636,1936.04,-35.326225
22875,647.986,1912.39,-36.032825
22876,647.986,1912.39,-36.032825
22877,647.986,1912.39,-36.032825
22878,603.967,1973.74,-36.2015
22879,603.967,1973.74,-36.2015
22880,603.967,1973.74,-36.2015
22881,659.348,1965.95,-36.07895
22882,659.348,1965.95,-36.07895
22883,659.348,1965.95,-36.07895
22884,699.585,1999.45,-36.039725
22885,699.585,1999.45,-36.039725
22886,699.585,1999.45,-36.039725
22887,738.242,2040.07,-36.012325
22888,738.242,2040.07,-36.012325
22889,738.242,2040.07,-36.012325
22890,771.209,2082.18,-35.99925
22891,771.209,2082.18,-35.99925
22892,771.209,2082.18,-35.99925
22893,802.927,2128.69,-35.9964
22894,802.927,2128.69,-35.9964
22895,802.927,2128.69,-35.9964
22896,841.103,2167.88,-35.966575
22897,841.103,2167.88,-35.966575
22898,841.103,2167.88,-35.966575
22899,876.883,2210.51,-35.9474
22900,876.883,2210.51,-35.9474
22901,876.883,2210.51,-35.9474
22902,380.173,1499.73,-36.05225
22903,380.173,1499.73,-36.05225
22904,380.173,1499.73,-36.05225
22905,412.38,1549.14,-36.058675
22906,412.38,1549.14,-36.058675
22907,412.38,1549.14,-36.058675
22908,461.711,1465.14,-35.8803
22909,461.711,1465.14,-35.8803
22910,461.711,1465.14,-35.8803
22911,545.638,1480.07,-35.750225
22912,545.638,1480.07,-35.750225
22913,545.638,1480.07,-35.750225
22914,480.265,1531.66,-35.922425
22915,480.265,1531.66,-35.922425
22916,480.265,1531.66,-35.922425
22917,449.071,1597.27,-36.049775
22918,449.071,1597.27,-36.049775
22919,449.071,1597.27,-36.049775
22920,476.792,1645.58,-36.05265
22921,476.792,1645.58,-36.05265
22922,476.792,1645.58,-36.05265
22923,504.232,1697.74,-36.0597
22924,504.232,1697.74,-36.0597
22925,504.232,1697.74,-36.0597
22926,541.429,1740.55,-36.0375
22927,541.429,1740.55,-36.0375
22928,541.429,1740.55,-36.0375
22929,569.738,1782.28,-36.0307
22930,569.738,1782.28,-36.0307
22931,569.738,1782.28,-36.0307
22932,618.208,1808.31,-35.965975
22933,618.208,1808.31,-35.965975
22934,618.208,1808.31,-35.965975
22935,672.125,1843.07,-35.8969
22936,672.125,1843.07,-35.8969
22937,672.125,1843.07,-35.8969
22938,530.408,1571.84,-35.8756
22939,530.408,1571.84,-35.8756
22940,530.408,1571.84,-35.8756
22941,534.305,1639.25,-35.940675
22942,534.305,1639.25,-35.940675
22943,534.305,1639.25,-35.940675
22944,569.794,1683.67,-35.92115
22945,569.794,1683.67,-35.92115
22946,569.794,1683.67,-35.92115
22947,617.379,1734.47,-35.883725
22948,617.379,1734.47,-35.883725
22949,617.379,1734.47,-35.883725
22950,619.058,1533.23,-35.66715
22951,619.058,1533.23,-35.66715
22952,619.058,1533.23,-35.66715
22953,716.917,1509.06,-35.448025
22954,716.917,1509.06,-35.448025
22955,716.917,1509.06,-35.448025
22956,843.44,1548.82,-35.2151
22957,843.44,1548.82,-35.2151
22958,843.44,1548.82,-35.2151
22959,602.936,1607.36,-35.775775
22960,602.936,1607.36,-35.775775
22961,602.936,1607.36,-35.775775
22962,636.41,1660.24,-35.765175
22963,636.41,1660.24,-35.765175
22964,636.41,1660.24,-35.765175
22965,711.965,1593.57,-35.54115
22966,711.965,1593.57,-35.54115
22967,711.965,1593.57,-35.54115
22968,681.158,1770.55,-35.794
22969,681.158,1770.55,-35.794
22970,681.158,1770.55,-35.794
22971,696.206,1686.19,-35.6701
22972,696.206,1686.19,-35.6701
22973,696.206,1686.19,-35.6701
22974,791.821,1650.4,-35.4271
22975,791.821,1650.4,-35.4271
22976,791.821,1650.4,-35.4271
22977,906.448,1659.11,-35.174275
22978,906.448,1659.11,-35.174275
22979,906.448,1659.11,-35.174275
22980,749.03,1729.9,-35.60435
22981,749.03,1729.9,-35.60435
22982,749.03,1729.9,-35.60435
22983,828.324,1732.74,-35.430125
22984,828.324,1732.74,-35.430125
22985,828.324,1732.74,-35.430125
22986,1018.945,1720.56,-34.959475
22987,1018.945,1720.56,-34.959475
22988,1018.945,1720.56,-34.959475
22989,916.456,1761.82,-35.2543
22990,916.456,1761.82,-35.2543
22991,916.456,1761.82,-35.2543
22992,756.307,1804.97,-35.671975
22993,756.307,1804.97,-35.671975
22994,756.307,1804.97,-35.671975
22995,841.098,1806.42,-35.481725
22996,841.098,1806.42,-35.481725
22997,841.098,1806.42,-35.481725
22998,725.383,1878.42,-35.826725
22999,725.383,1878.42,-35.826725
23000,725.383,1878.42,-35.826725
23001,806.69,1867.83,-35.632725
23002,806.69,1867.83,-35.632725
23003,806.69,1867.83,-35.632725
23004,710.923,1940.71,-35.93665
23005,710.923,1940.71,-35.93665
23006,710.923,1940.71,-35.93665
23007,764.436,1979.01,-35.869575
23008,764.436,1979.01,-35.869575
23009,764.436,1979.01,-35.869575
23010,770.782,1920.31,-35.77875
23011,770.782,1920.31,-35.77875
23012,770.782,1920.31,-35.77875
23013,1106.916,1833.37,-34.844275
23014,1106.916,1833.37,-34.844275
23015,1106.916,1833.37,-34.844275
23016,991.275,1812.26,-35.12385
23017,991.275,1812.26,-35.12385
23018,991.275,1812.26,-35.12385
23019,901.681,1856.14,-35.394975
23020,901.681,1856.14,-35.394975
23021,901.681,1856.14,-35.394975
23022,837.783,1935.1,-35.643725
23023,837.783,1935.1,-35.643725
23024,837.783,1935.1,-35.643725
23025,812.921,2016.78,-35.809925
23026,812.921,2016.78,-35.809925
23027,812.921,2016.78,-35.809925
23028,823.062,2077.26,-35.871925
23029,823.062,2077.26,-35.871925
23030,823.062,2077.26,-35.871925
23031,863.71,2113.95,-35.828725
23032,863.71,2113.95,-35.828725
23033,863.71,2113.95,-35.828725
23034,906.551,2153.52,-35.783625
23035,906.551,2153.52,-35.783625
23036,906.551,2153.52,-35.783625
23037,913.155,2252.45,-35.926375
23038,913.155,2252.45,-35.926375
23039,913.155,2252.45,-35.926375
23040,943.818,2194.97,-35.754825
23041,943.818,2194.97,-35.754825
23042,943.818,2194.97,-35.754825
23043,947.024,2294.74,-35.912025
23044,947.024,2294.74,-35.912025
23045,947.024,2294.74,-35.912025
23046,973.765,2239.12,-35.7488
23047,973.765,2239.12,-35.7488
23048,973.765,2239.12,-35.7488
23049,982.605,2334.48,-35.888275
23050,982.605,2334.48,-35.888275
23051,982.605,2334.48,-35.888275
23052,1016.905,2372.59,-35.865
23053,1016.905,2372.59,-35.865
23054,1016.905,2372.59,-35.865
23055,1045.195,2412.12,-35.861125
23056,1045.195,2412.12,-35.861125
23057,1045.195,2412.12,-35.861125
23058,1076.789,2451.16,-35.84805
23059,1076.789,2451.16,-35.84805
23060,1076.789,2451.16,-35.84805
23061,1109.966,2488.6,-35.82855
23062,1109.966,2488.6,-35.82855
23063,1109.966,2488.6,-35.82855
23064,1148.336,2529.18,-35.802875
23065,1148.336,2529.18,-35.802875
23066,1148.336,2529.18,-35.802875
23067,1008.716,2283.3,-35.7311
23068,1008.716,2283.3,-35.7311
23069,1008.716,2283.3,-35.7311
23070,1049.164,2322.11,-35.6902
23071,1049.164,2322.11,-35.6902
23072,1049.164,2322.11,-35.6902
23073,1085.253,2363.29,-35.666275
23074,1085.253,2363.29,-35.666275
23075,1085.253,2363.29,-35.666275
23076,1102.825,2404.47,-35.6936
23077,1102.825,2404.47,-35.6936
23078,1102.825,2404.47,-35.6936
23079,1138.693,2434.14,-35.653025
23080,1138.693,2434.14,-35.653025
23081,1138.693,2434.14,-35.653025
23082,1164.166,2476.61,-35.66655
23083,1164.166,2476.61,-35.66655
23084,1164.166,2476.61,-35.66655
23085,1185.326,2565.99,-35.77805
23086,1185.326,2565.99,-35.77805
23087,1185.326,2565.99,-35.77805
23088,1216.196,2497.37,-35.577425
23089,1216.196,2497.37,-35.577425
23090,1216.196,2497.37,-35.577425
23091,1216.373,2611.49,-35.787875
23092,1216.373,2611.49,-35.787875
23093,1216.373,2611.49,-35.787875
23094,1240.624,2553.53,-35.6309
23095,1240.624,2553.53,-35.6309
23096,1240.624,2553.53,-35.6309
23097,1251.325,2654.99,-35.7904
23098,1251.325,2654.99,-35.7904
23099,1251.325,2654.99,-35.7904
23100,1297.06,2694.46,-35.792925
23101,1297.06,2694.46,-35.792925
23102,1297.06,2694.46,-35.792925
23103,1326.014,2745.0,-35.856775
23104,1326.014,2745.0,-35.856775
23105,1326.014,2745.0,-35.856775
23106,1359.072,2786.19,-35.938
23107,1359.072,2786.19,-35.938
23108,1359.072,2786.19,-35.938
23109,1397.617,2825.35,-36.085675
23110,1397.617,2825.35,-36.085675
23111,1397.617,2825.35,-36.085675
23112,1439.461,2863.02,-36.31515
23113,1439.461,2863.02,-36.31515
23114,1439.461,2863.02,-36.31515
23115,1470.655,2904.58,-36.499225
23116,1470.655,2904.58,-36.499225
23117,1470.655,2904.58,-36.499225
23118,1270.877,2602.62,-35.668675
23119,1270.877,2602.62,-35.668675
23120,1270.877,2602.62,-35.668675
23121,1304.465,2641.12,-35.6951
23122,1304.465,2641.12,-35.6951
23123,1304.465,2641.12,-35.6951
23124,1534.226,2921.48,-36.5577
23125,1534.226,2921.48,-36.5577
23126,1534.226,2921.48,-36.5577
23127,1559.507,2986.06,-36.714275
23128,1559.507,2986.06,-36.714275
23129,1559.507,2986.06,-36.714275
23130,1593.209,3038.34,-36.821775
23131,1593.209,3038.34,-36.821775
23132,1593.209,3038.34,-36.821775
23133,1631.413,3082.95,-36.769975
23134,1631.413,3082.95,-36.769975
23135,1631.413,3082.95,-36.769975
23136,1670.642,3125.06,-36.59735
23137,1670.642,3125.06,-36.59735
23138,1670.642,3125.06,-36.59735
23139,1701.347,3169.08,-36.4569
23140,1701.347,3169.08,-36.4569
23141,1701.347,3169.08,-36.4569
23142,1735.902,3211.61,-36.16585
23143,1735.902,3211.61,-36.16585
23144,1735.902,3211.61,-36.16585
23145,1771.398,3253.19,-35.738775
23146,1771.398,3253.19,-35.738775
23147,1771.398,3253.19,-35.738775
23148,1807.304,3295.6,-35.192725
23149,1807.304,3295.6,-35.192725
23150,1807.304,3295.6,-35.192725
23151,1841.96,3338.59,-34.56295
23152,1841.96,3338.59,-34.56295
23153,1841.96,3338.59,-34.56295
23154,1881.773,3377.42,-33.780075
23155,1881.773,3377.42,-33.780075
23156,1881.773,3377.42,-33.780075
23157,1917.609,3414.06,-33.036075
23158,1917.609,3414.06,-33.036075
23159,1917.609,3414.06,-33.036075
23160,1943.465,3453.65,-32.3904
23161,1943.465,3453.65,-32.3904
23162,1943.465,3453.65,-32.3904
23163,1974.212,3493.91,-31.66945
23164,1974.212,3493.91,-31.66945
23165,1974.212,3493.91,-31.66945
23166,2008.752,3531.24,-30.977525
23167,2008.752,3531.24,-30.977525
23168,2008.752,3531.24,-30.977525
23169,2049.237,3569.88,-30.346225
23170,2049.237,3569.88,-30.346225
23171,2049.237,3569.88,-30.346225
23172,2084.243,3606.87,-29.9724
23173,2084.243,3606.87,-29.9724
23174,2084.243,3606.87,-29.9724
23175,2114.826,3652.67,-29.7768
23176,2114.826,3652.67,-29.7768
23177,2114.826,3652.67,-29.7768
23178,2149.709,3692.96,-29.71855
23179,2149.709,3692.96,-29.71855
23180,2149.709,3692.96,-29.71855
23181,2194.498,3732.48,-29.73345
23182,2194.498,3732.48,-29.73345
23183,2194.498,3732.48,-29.73345
23184,2225.045,3782.42,-29.852775
23185,2225.045,3782.42,-29.852775
23186,2225.045,3782.42,-29.852775
23187,2257.422,3823.8,-29.962925
23188,2257.422,3823.8,-29.962925
23189,2257.422,3823.8,-29.962925
23190,2292.998,3865.83,-30.068025
23191,2292.998,3865.83,-30.068025
23192,2292.998,3865.83,-30.068025
23193,2332.7,3907.69,-30.157225
23194,2332.7,3907.69,-30.157225
23195,2332.7,3907.69,-30.157225
23196,2370.737,3953.79,-30.266075
23197,2370.737,3953.79,-30.266075
23198,2370.737,3953.79,-30.266075
23199,2452.926,3973.9,-30.150125
23200,2452.926,3973.9,-30.150125
23201,2452.926,3973.9,-30.150125
23202,2450.991,4043.99,-30.437875
23203,2450.991,4043.99,-30.437875
23204,2450.991,4043.99,-30.437875
23205,2486.93,4083.48,-30.4995
23206,2486.93,4083.48,-30.4995
23207,2486.93,4083.48,-30.4995
23208,2521.211,4128.22,-30.5814
23209,2521.211,4128.22,-30.5814
23210,2521.211,4128.22,-30.5814
23211,2506.669,4192.04,-30.870275
23212,2506.669,4192.04,-30.870275
23213,2506.669,4192.04,-30.870275
23214,1727.414,3961.91,-37.161175
23215,1727.414,3961.91,-37.161175
23216,1727.414,3961.91,-37.161175
23217,1593.291,3835.49,-40.689025
23218,1593.291,3835.49,-40.689025
23219,1593.291,3835.49,-40.689025
23220,1487.215,3690.84,-41.632425
23221,1487.215,3690.84,-41.632425
23222,1487.215,3690.84,-41.632425
23223,1367.595,3559.68,-42.00655
23224,1367.595,3559.68,-42.00655
23225,1367.595,3559.68,-42.00655
23226,1265.06,3420.51,-41.61955
23227,1265.06,3420.51,-41.61955
23228,1265.06,3420.51,-41.61955
23229,1139.195,3286.74,-40.28705
23230,1139.195,3286.74,-40.28705
23231,1139.195,3286.74,-40.28705
23232,1009.784,3163.68,-39.1459
23233,1009.784,3163.68,-39.1459
23234,1009.784,3163.68,-39.1459
23235,905.385,3023.87,-38.327475
23236,905.385,3023.87,-38.327475
23237,905.385,3023.87,-38.327475
23238,793.723,2888.75,-37.920775
23239,793.723,2888.75,-37.920775
23240,793.723,2888.75,-37.920775
23241,680.375,2763.03,-37.7157
23242,680.375,2763.03,-37.7157
23243,680.375,2763.03,-37.7157
23244,494.435,2596.14,-37.588025
23245,494.435,2596.14,-37.588025
23246,494.435,2596.14,-37.588025
23247,412.178,2472.06,-37.4204
23248,412.178,2472.06,-37.4204
23249,412.178,2472.06,-37.4204
23250,307.553,2340.74,-37.2938
23251,307.553,2340.74,-37.2938
23252,307.553,2340.74,-37.2938
23253,219.028,2194.32,-37.13435
23254,219.028,2194.32,-37.13435
23255,219.028,2194.32,-37.13435
23256,84.064,2060.17,-37.0504
23257,84.064,2060.17,-37.0504
23258,84.064,2060.17,-37.0504
23259,-40.21,1929.18,-36.94425
23260,-40.21,1929.18,-36.94425
23261,-40.21,1929.18,-36.94425
23262,-161.608,1804.83,-36.82045
23263,-161.608,1804.83,-36.82045
23264,-161.608,1804.83,-36.82045
23265,-249.541,1675.94,-36.66545
23266,-249.541,1675.94,-36.66545
23267,-249.541,1675.94,-36.66545
23268,-325.015,1556.27,-36.516275
23269,-325.015,1556.27,-36.516275
23270,-325.015,1556.27,-36.516275
23271,2098.359,4194.11,-32.96915
23272,2098.359,4194.11,-32.96915
23273,2098.359,4194.11,-32.96915
23274,1978.814,4105.0,-33.646575
23275,1978.814,4105.0,-33.646575
23276,1978.814,4105.0,-33.646575
23277,1895.314,3993.36,-34.11805
23278,1895.314,3993.36,-34.11805
23279,1895.314,3993.36,-34.11805
23280,2236.287,4201.77,-32.06305
23281,2236.287,4201.77,-32.06305
23282,2236.287,4201.77,-32.06305
23283,874.781,2053.72,-35.714
23284,874.781,2053.72,-35.714
23285,874.781,2053.72,-35.714
23286,929.559,2095.02,-35.63815
23287,929.559,2095.02,-35.63815
23288,929.559,2095.02,-35.63815
23289,885.747,1989.71,-35.599975
23290,885.747,1989.71,-35.599975
23291,885.747,1989.71,-35.599975
23292,914.433,1924.37,-35.445875
23293,914.433,1924.37,-35.445875
23294,914.433,1924.37,-35.445875
23295,998.563,1885.13,-35.1874
23296,998.563,1885.13,-35.1874
23297,998.563,1885.13,-35.1874
23298,942.721,2032.37,-35.5167
23299,942.721,2032.37,-35.5167
23300,942.721,2032.37,-35.5167
23301,969.463,1961.02,-35.354025
23302,969.463,1961.02,-35.354025
23303,969.463,1961.02,-35.354025
23304,982.838,2135.52,-35.56215
23305,982.838,2135.52,-35.56215
23306,982.838,2135.52,-35.56215
23307,1008.625,2073.33,-35.403975
23308,1008.625,2073.33,-35.403975
23309,1008.625,2073.33,-35.403975
23310,1013.866,2007.17,-35.29915
23311,1013.866,2007.17,-35.29915
23312,1013.866,2007.17,-35.29915
23313,1064.975,1936.35,-35.07405
23314,1064.975,1936.35,-35.07405
23315,1064.975,1936.35,-35.07405
23316,1166.357,1945.64,-34.805775
23317,1166.357,1945.64,-34.805775
23318,1166.357,1945.64,-34.805775
23319,1269.916,2004.1,-34.573525
23320,1269.916,2004.1,-34.573525
23321,1269.916,2004.1,-34.573525
23322,1090.449,2022.86,-35.115625
23323,1090.449,2022.86,-35.115625
23324,1090.449,2022.86,-35.115625
23325,1171.273,2059.31,-34.937975
23326,1171.273,2059.31,-34.937975
23327,1171.273,2059.31,-34.937975
23328,1080.78,2114.21,-35.269625
23329,1080.78,2114.21,-35.269625
23330,1080.78,2114.21,-35.269625
23331,1367.546,2102.36,-34.3973
23332,1367.546,2102.36,-34.3973
23333,1367.546,2102.36,-34.3973
23334,1253.677,2118.93,-34.781475
23335,1253.677,2118.93,-34.781475
23336,1253.677,2118.93,-34.781475
23337,1163.246,2155.86,-35.1025
23338,1163.246,2155.86,-35.1025
23339,1163.246,2155.86,-35.1025
23340,1020.09,2179.05,-35.5311
23341,1020.09,2179.05,-35.5311
23342,1020.09,2179.05,-35.5311
23343,1090.885,2193.99,-35.364575
23344,1090.885,2193.99,-35.364575
23345,1090.885,2193.99,-35.364575
23346,1034.869,2230.95,-35.5748
23347,1034.869,2230.95,-35.5748
23348,1034.869,2230.95,-35.5748
23349,1077.928,2264.75,-35.514875
23350,1077.928,2264.75,-35.514875
23351,1077.928,2264.75,-35.514875
23352,1149.817,2241.54,-35.279475
23353,1149.817,2241.54,-35.279475
23354,1149.817,2241.54,-35.279475
23355,1126.477,2309.74,-35.460575
23356,1126.477,2309.74,-35.460575
23357,1126.477,2309.74,-35.460575
23358,1234.151,2217.26,-34.996825
23359,1234.151,2217.26,-34.996825
23360,1234.151,2217.26,-34.996825
23361,1326.793,2190.77,-34.669175
23362,1326.793,2190.77,-34.669175
23363,1326.793,2190.77,-34.669175
23364,1445.248,2221.65,-34.323925
23365,1445.248,2221.65,-34.323925
23366,1445.248,2221.65,-34.323925
23367,1212.191,2297.23,-35.201525
23368,1212.191,2297.23,-35.201525
23369,1212.191,2297.23,-35.201525
23370,1167.108,2366.25,-35.45225
23371,1167.108,2366.25,-35.45225
23372,1167.108,2366.25,-35.45225
23373,1204.636,2425.79,-35.46595
23374,1204.636,2425.79,-35.46595
23375,1204.636,2425.79,-35.46595
23376,1254.758,2361.35,-35.204525
23377,1254.758,2361.35,-35.204525
23378,1254.758,2361.35,-35.204525
23379,1321.548,2280.61,-34.848675
23380,1321.548,2280.61,-34.848675
23381,1321.548,2280.61,-34.848675
23382,1275.509,2436.83,-35.3063
23383,1275.509,2436.83,-35.3063
23384,1275.509,2436.83,-35.3063
23385,1287.95,2501.11,-35.418325
23386,1287.95,2501.11,-35.418325
23387,1287.95,2501.11,-35.418325
23388,1296.131,2556.01,-35.5245
23389,1296.131,2556.01,-35.5245
23390,1296.131,2556.01,-35.5245
23391,1334.923,2594.1,-35.5486
23392,1334.923,2594.1,-35.5486
23393,1334.923,2594.1,-35.5486
23394,1345.284,2380.99,-34.9898
23395,1345.284,2380.99,-34.9898
23396,1345.284,2380.99,-34.9898
23397,1411.027,2323.46,-34.64905
23398,1411.027,2323.46,-34.64905
23399,1411.027,2323.46,-34.64905
23400,1508.67,2324.86,-34.294625
23401,1508.67,2324.86,-34.294625
23402,1508.67,2324.86,-34.294625
23403,1598.091,2406.13,-34.111325
23404,1598.091,2406.13,-34.111325
23405,1598.091,2406.13,-34.111325
23406,1362.501,2458.99,-35.132425
23407,1362.501,2458.99,-35.132425
23408,1362.501,2458.99,-35.132425
23409,1466.337,2416.48,-34.692
23410,1466.337,2416.48,-34.692
23411,1466.337,2416.48,-34.692
23412,1356.08,2529.64,-35.33815
23413,1356.08,2529.64,-35.33815
23414,1356.08,2529.64,-35.33815
23415,1441.038,2506.99,-35.061
23416,1441.038,2506.99,-35.061
23417,1441.038,2506.99,-35.061
23418,1551.834,2498.24,-34.62595
23419,1551.834,2498.24,-34.62595
23420,1551.834,2498.24,-34.62595
23421,1407.348,2580.03,-35.388125
23422,1407.348,2580.03,-35.388125
23423,1407.348,2580.03,-35.388125
23424,1498.533,2575.39,-35.14785
23425,1498.533,2575.39,-35.14785
23426,1498.533,2575.39,-35.14785
23427,1367.541,2644.13,-35.6435
23428,1367.541,2644.13,-35.6435
23429,1367.541,2644.13,-35.6435
23430,1353.314,2699.63,-35.785925
23431,1353.314,2699.63,-35.785925
23432,1353.314,2699.63,-35.785925
23433,1381.936,2738.45,-35.89395
23434,1381.936,2738.45,-35.89395
23435,1381.936,2738.45,-35.89395
23436,1415.827,2779.04,-36.0509
23437,1415.827,2779.04,-36.0509
23438,1415.827,2779.04,-36.0509
23439,1465.053,2816.4,-36.2864
23440,1465.053,2816.4,-36.2864
23441,1465.053,2816.4,-36.2864
23442,1519.273,2854.22,-36.456975
23443,1519.273,2854.22,-36.456975
23444,1519.273,2854.22,-36.456975
23445,1452.028,2633.73,-35.51775
23446,1452.028,2633.73,-35.51775
23447,1452.028,2633.73,-35.51775
23448,1409.665,2685.1,-35.754875
23449,1409.665,2685.1,-35.754875
23450,1409.665,2685.1,-35.754875
23451,1441.772,2730.94,-35.9459
23452,1441.772,2730.94,-35.9459
23453,1441.772,2730.94,-35.9459
23454,1474.952,2769.88,-36.158225
23455,1474.952,2769.88,-36.158225
23456,1474.952,2769.88,-36.158225
23457,1541.337,2789.31,-36.39235
23458,1541.337,2789.31,-36.39235
23459,1541.337,2789.31,-36.39235
23460,1474.161,2685.43,-35.734225
23461,1474.161,2685.43,-35.734225
23462,1474.161,2685.43,-35.734225
23463,1521.635,2726.79,-35.922975
23464,1521.635,2726.79,-35.922975
23465,1521.635,2726.79,-35.922975
23466,1552.712,2654.58,-35.362225
23467,1552.712,2654.58,-35.362225
23468,1552.712,2654.58,-35.362225
23469,1695.138,2525.77,-33.919825
23470,1695.138,2525.77,-33.919825
23471,1695.138,2525.77,-33.919825
23472,1598.769,2578.64,-34.7299
23473,1598.769,2578.64,-34.7299
23474,1598.769,2578.64,-34.7299
23475,1799.423,2645.56,-33.451575
23476,1799.423,2645.56,-33.451575
23477,1799.423,2645.56,-33.451575
23478,1673.87,2647.04,-34.55815
23479,1673.87,2647.04,-34.55815
23480,1673.87,2647.04,-34.55815
23481,1616.072,2729.84,-35.461825
23482,1616.072,2729.84,-35.461825
23483,1616.072,2729.84,-35.461825
23484,1887.572,2767.18,-32.887075
23485,1887.572,2767.18,-32.887075
23486,1887.572,2767.18,-32.887075
23487,1734.05,2743.99,-34.43865
23488,1734.05,2743.99,-34.43865
23489,1734.05,2743.99,-34.43865
23490,1618.38,2824.53,-35.891275
23491,1618.38,2824.53,-35.891275
23492,1618.38,2824.53,-35.891275
23493,1606.25,2919.36,-36.206025
23494,1606.25,2919.36,-36.206025
23495,1606.25,2919.36,-36.206025
23496,1618.029,2981.97,-36.336375
23497,1618.029,2981.97,-36.336375
23498,1618.029,2981.97,-36.336375
23499,1662.47,3019.26,-36.12485
23500,1662.47,3019.26,-36.12485
23501,1662.47,3019.26,-36.12485
23502,1704.182,3061.34,-35.888125
23503,1704.182,3061.34,-35.888125
23504,1704.182,3061.34,-35.888125
23505,1740.446,3110.06,-35.6752
23506,1740.446,3110.06,-35.6752
23507,1740.446,3110.06,-35.6752
23508,1759.985,3158.57,-35.60905
23509,1759.985,3158.57,-35.60905
23510,1759.985,3158.57,-35.60905
23511,1801.096,3189.82,-35.123025
23512,1801.096,3189.82,-35.123025
23513,1801.096,3189.82,-35.123025
23514,1834.841,3233.84,-34.6943
23515,1834.841,3233.84,-34.6943
23516,1834.841,3233.84,-34.6943
23517,1864.146,3282.13,-34.255775
23518,1864.146,3282.13,-34.255775
23519,1864.146,3282.13,-34.255775
23520,1677.926,2951.44,-35.71115
23521,1677.926,2951.44,-35.71115
23522,1677.926,2951.44,-35.71115
23523,1669.187,2887.93,-35.596575
23524,1669.187,2887.93,-35.596575
