7059;3;3
X;id
 1.66667 9.16667 0;4
 2.5 9.16667 0;4
 2.5 9.16667 0;4
 2.5 9.16667 0;4
 3.33333 9.16667 0;4
 3.33333 9.16667 0;4
 3.33333 9.16667 0;4
 4.16667 9.16667 0;4
 4.16667 9.16667 0;4
 4.16667 9.16667 0;4
 5 9.16667 0;10
 5 9.16667 0;10
 5 9.16667 0;10
 0 10 0;4
 0 10 0;4
 0 10 0;4
 0.833333 10 0;4
 0.833333 10 0;4
 0.833333 10 0;4
 1.66667 10 0;4
 1.66667 10 0;4
 1.66667 10 0;4
 2.5 10 0;4
 2.5 10 0;4
 2.5 10 0;4
 3.33333 10 0;4
 3.33333 10 0;4
 3.33333 10 0;4
 4.16667 10 0;4
 4.16667 10 0;4
 4.16667 10 0;4
 5 10 0;10
 5 10 0;10
 5 10 0;10
 0 0 0.833333;6
 0 0 0.833333;6
 0 0 0.833333;6
 0.833333 0 0.833333;6
 0.833333 0 0.833333;6
 0.833333 0 0.833333;6
 1.66667 0 0.833333;6
 1.66667 0 0.833333;6
 1.66667 0 0.833333;6
 2.5 0 0.833333;6
 2.5 0 0.833333;6
 2.5 0 0.833333;6
 3.33333 0 0.833333;6
 3.33333 0 0.833333;6
 3.33333 0 0.833333;6
 4.16667 0 0.833333;6
 4.16667 0 0.833333;6
 4.16667 0 0.833333;6
 5 0 0.833333;11
 5 0 0.833333;11
 5 0 0.833333;11
 0 0.833333 0.833333;6
 0 0.833333 0.833333;6
 0 0.833333 0.833333;6
 0.833333 0.833333 0.833333;6
 0.833333 0.833333 0.833333;6
 0.833333 0.833333 0.833333;6
 1.66667 0.833333 0.833333;6
 1.66667 0.833333 0.833333;6
 1.66667 0.833333 0.833333;6
 2.5 0.833333 0.833333;6
 2.5 0.833333 0.833333;6
 2.5 0.833333 0.833333;6
 3.33333 0.833333 0.833333;6
 3.33333 0.833333 0.833333;6
 3.33333 0.833333 0.833333;6
 4.16667 0.833333 0.833333;6
 4.16667 0.833333 0.833333;6
 4.16667 0.833333 0.833333;6
 5 0.833333 0.833333;11
 5 0.833333 0.833333;11
 5 0.833333 0.833333;11
 0 1.66667 0.833333;6
 0 1.66667 0.833333;6
 0 1.66667 0.833333;6
 0.833333 1.66667 0.833333;6
 0.833333 1.66667 0.833333;6
 0.833333 1.66667 0.833333;6
 1.66667 1.66667 0.833333;6
 1.66667 1.66667 0.833333;6
 1.66667 1.66667 0.833333;6
 2.5 1.66667 0.833333;6
 2.5 1.66667 0.833333;6
 2.5 1.66667 0.833333;6
 3.33333 1.66667 0.833333;6
 3.33333 1.66667 0.833333;6
 3.33333 1.66667 0.833333;6
 4.16667 1.66667 0.833333;6
 4.16667 1.66667 0.833333;6
 4.16667 1.66667 0.833333;6
 5 1.66667 0.833333;11
 5 1.66667 0.833333;11
 5 1.66667 0.833333;11
 0 2.5 0.833333;6
 0 2.5 0.833333;6
 0 2.5 0.833333;6
 0.833333 2.5 0.833333;6
 0.833333 2.5 0.833333;6
 0.833333 2.5 0.833333;6
 1.66667 2.5 0.833333;6
 1.66667 2.5 0.833333;6
 1.66667 2.5 0.833333;6
 2.5 2.5 0.833333;6
 2.5 2.5 0.833333;6
 2.5 2.5 0.833333;6
 3.33333 2.5 0.833333;6
 3.33333 2.5 0.833333;6
 3.33333 2.5 0.833333;6
 4.16667 2.5 0.833333;6
 4.16667 2.5 0.833333;6
 4.16667 2.5 0.833333;6
 5 2.5 0.833333;11
 5 2.5 0.833333;11
 5 2.5 0.833333;11
 0 3.33333 0.833333;6
 0 3.33333 0.833333;6
 0 3.33333 0.833333;6
 0.833333 3.33333 0.833333;6
 0.833333 3.33333 0.833333;6
 0.833333 3.33333 0.833333;6
 1.66667 3.33333 0.833333;6
 1.66667 3.33333 0.833333;6
 1.66667 3.33333 0.833333;6
 2.5 3.33333 0.833333;6
 2.5 3.33333 0.833333;6
 2.5 3.33333 0.833333;6
 3.33333 3.33333 0.833333;6
 3.33333 3.33333 0.833333;6
 3.33333 3.33333 0.833333;6
 4.16667 3.33333 0.833333;6
 4.16667 3.33333 0.833333;6
 4.16667 3.33333 0.833333;6
 5 3.33333 0.833333;11
 5 3.33333 0.833333;11
 5 3.33333 0.833333;11
 0 4.16667 0.833333;6
 0 4.16667 0.833333;6
 0 4.16667 0.833333;6
 0.833333 4.16667 0.833333;6
 0.833333 4.16667 0.833333;6
 0.833333 4.16667 0.833333;6
 1.66667 4.16667 0.833333;6
 1.66667 4.16667 0.833333;6
 1.66667 4.16667 0.833333;6
 2.5 4.16667 0.833333;6
 2.5 4.16667 0.833333;6
 2.5 4.16667 0.833333;6
 3.33333 4.16667 0.833333;6
 3.33333 4.16667 0.833333;6
 3.33333 4.16667 0.833333;6
 4.16667 4.16667 0.833333;6
 4.16667 4.16667 0.833333;6
 4.16667 4.16667 0.833333;6
 5 4.16667 0.833333;11
 5 4.16667 0.833333;11
 5 4.16667 0.833333;11
 0 5 0.833333;9
 0 5 0.833333;9
 0 5 0.833333;9
 0.833333 5 0.833333;9
 0.833333 5 0.833333;9
 0.833333 5 0.833333;9
 1.66667 5 0.833333;9
 1.66667 5 0.833333;9
 1.66667 5 0.833333;9
 2.5 5 0.833333;9
 2.5 5 0.833333;9
 2.5 5 0.833333;9
 3.33333 5 0.833333;9
 3.33333 5 0.833333;9
 3.33333 5 0.833333;9
 4.16667 5 0.833333;9
 4.16667 5 0.833333;9
 4.16667 5 0.833333;9
 5 5 0.833333;12
 5 5 0.833333;12
 5 5 0.833333;12
 0 5.83333 0.833333;4
 0 5.83333 0.833333;4
 0 5.83333 0.833333;4
 0.833333 5.83333 0.833333;4
 0.833333 5.83333 0.833333;4
 0.833333 5.83333 0.833333;4
 1.66667 5.83333 0.833333;4
 1.66667 5.83333 0.833333;4
 1.66667 5.83333 0.833333;4
 2.5 5.83333 0.833333;4
 2.5 5.83333 0.833333;4
 2.5 5.83333 0.833333;4
 3.33333 5.83333 0.833333;4
 3.33333 5.83333 0.833333;4
 3.33333 5.83333 0.833333;4
 4.16667 5.83333 0.833333;4
 4.16667 5.83333 0.833333;4
 4.16667 5.83333 0.833333;4
 5 5.83333 0.833333;10
 5 5.83333 0.833333;10
 5 5.83333 0.833333;10
 0 6.66667 0.833333;4
 0 6.66667 0.833333;4
 0 6.66667 0.833333;4
 0.833333 6.66667 0.833333;4
 0.833333 6.66667 0.833333;4
 0.833333 6.66667 0.833333;4
 1.66667 6.66667 0.833333;4
 1.66667 6.66667 0.833333;4
 1.66667 6.66667 0.833333;4
 2.5 6.66667 0.833333;4
 2.5 6.66667 0.833333;4
 2.5 6.66667 0.833333;4
 3.33333 6.66667 0.833333;4
 3.33333 6.66667 0.833333;4
 3.33333 6.66667 0.833333;4
 4.16667 6.66667 0.833333;4
 4.16667 6.66667 0.833333;4
 4.16667 6.66667 0.833333;4
 5 6.66667 0.833333;10
 5 6.66667 0.833333;10
 5 6.66667 0.833333;10
 0 7.5 0.833333;4
 0 7.5 0.833333;4
 0 7.5 0.833333;4
 0.833333 7.5 0.833333;4
 0.833333 7.5 0.833333;4
 0.833333 7.5 0.833333;4
 1.66667 7.5 0.833333;4
 1.66667 7.5 0.833333;4
 1.66667 7.5 0.833333;4
 2.5 7.5 0.833333;4
 2.5 7.5 0.833333;4
 2.5 7.5 0.833333;4
 3.33333 7.5 0.833333;4
 3.33333 7.5 0.833333;4
 3.33333 7.5 0.833333;4
 4.16667 7.5 0.833333;4
 4.16667 7.5 0.833333;4
 4.16667 7.5 0.833333;4
 5 7.5 0.833333;10
 5 7.5 0.833333;10
 5 7.5 0.833333;10
 0 8.33333 0.833333;4
 0 8.33333 0.833333;4
 0 8.33333 0.833333;4
 0.833333 8.33333 0.833333;4
 0.833333 8.33333 0.833333;4
 0.833333 8.33333 0.833333;4
 1.66667 8.33333 0.833333;4
 1.66667 8.33333 0.833333;4
 1.66667 8.33333 0.833333;4
 2.5 8.33333 0.833333;4
 2.5 8.33333 0.833333;4
 2.5 8.33333 0.833333;4
 3.33333 8.33333 0.833333;4
 3.33333 8.33333 0.833333;4
 3.33333 8.33333 0.833333;4
 4.16667 8.33333 0.833333;4
 4.16667 8.33333 0.833333;4
 4.16667 8.33333 0.833333;4
 5 8.33333 0.833333;10
 5 8.33333 0.833333;10
 5 8.33333 0.833333;10
 0 9.16667 0.833333;4
 0 9.16667 0.833333;4
 0 9.16667 0.833333;4
 0.833333 9.16667 0.833333;4
 0.833333 9.16667 0.833333;4
 0.833333 9.16667 0.833333;4
 1.66667 9.16667 0.833333;4
 1.66667 9.16667 0.833333;4
 1.66667 9.16667 0.833333;4
 2.5 9.16667 0.833333;4
 2.5 9.16667 0.833333;4
 2.5 9.16667 0.833333;4
 3.33333 9.16667 0.833333;4
 3.33333 9.16667 0.833333;4
 3.33333 9.16667 0.833333;4
 4.16667 9.16667 0.833333;4
 4.16667 9.16667 0.833333;4
 4.16667 9.16667 0.833333;4
 5 9.16667 0.833333;10
 5 9.16667 0.833333;10
 5 9.16667 0.833333;10
 0 10 0.833333;4
 0 10 0.833333;4
 0 10 0.833333;4
 0.833333 10 0.833333;4
 0.833333 10 0.833333;4
 0.833333 10 0.833333;4
 1.66667 10 0.833333;4
 1.66667 10 0.833333;4
 1.66667 10 0.833333;4
 2.5 10 0.833333;4
 2.5 10 0.833333;4
 2.5 10 0.833333;4
 3.33333 10 0.833333;4
 3.33333 10 0.833333;4
 3.33333 10 0.833333;4
 4.16667 10 0.833333;4
 4.16667 10 0.833333;4
 4.16667 10 0.833333;4
 5 10 0.833333;10
 5 10 0.833333;10
 5 10 0.833333;10
 0 0 1.66667;6
 0 0 1.66667;6
 0 0 1.66667;6
 0.833333 0 1.66667;6
 0.833333 0 1.66667;6
 0.833333 0 1.66667;6
 1.66667 0 1.66667;6
 1.66667 0 1.66667;6
 1.66667 0 1.66667;6
 2.5 0 1.66667;6
 2.5 0 1.66667;6
 2.5 0 1.66667;6
 3.33333 0 1.66667;6
 3.33333 0 1.66667;6
 3.33333 0 1.66667;6
 4.16667 0 1.66667;6
 4.16667 0 1.66667;6
 4.16667 0 1.66667;6
 5 0 1.66667;11
 5 0 1.66667;11
 5 0 1.66667;11
 0 0.833333 1.66667;6
 0 0.833333 1.66667;6
 0 0.833333 1.66667;6
 0.833333 0.833333 1.66667;6
 0.833333 0.833333 1.66667;6
 0.833333 0.833333 1.66667;6
 1.66667 0.833333 1.66667;6
 1.66667 0.833333 1.66667;6
 1.66667 0.833333 1.66667;6
 2.5 0.833333 1.66667;6
 2.5 0.833333 1.66667;6
 2.5 0.833333 1.66667;6
 3.33333 0.833333 1.66667;6
 3.33333 0.833333 1.66667;6
 3.33333 0.833333 1.66667;6
 4.16667 0.833333 1.66667;6
 4.16667 0.833333 1.66667;6
 4.16667 0.833333 1.66667;6
 5 0.833333 1.66667;11
 5 0.833333 1.66667;11
 5 0.833333 1.66667;11
 0 1.66667 1.66667;6
 0 1.66667 1.66667;6
 0 1.66667 1.66667;6
 0.833333 1.66667 1.66667;6
 0.833333 1.66667 1.66667;6
 0.833333 1.66667 1.66667;6
 1.66667 1.66667 1.66667;6
 1.66667 1.66667 1.66667;6
 1.66667 1.66667 1.66667;6
 2.5 1.66667 1.66667;6
 2.5 1.66667 1.66667;6
 2.5 1.66667 1.66667;6
 3.33333 1.66667 1.66667;6
 3.33333 1.66667 1.66667;6
 3.33333 1.66667 1.66667;6
 4.16667 1.66667 1.66667;6
 4.16667 1.66667 1.66667;6
 4.16667 1.66667 1.66667;6
 5 1.66667 1.66667;11
 5 1.66667 1.66667;11
 5 1.66667 1.66667;11
 0 2.5 1.66667;6
 0 2.5 1.66667;6
 0 2.5 1.66667;6
 0.833333 2.5 1.66667;6
 0.833333 2.5 1.66667;6
 0.833333 2.5 1.66667;6
 1.66667 2.5 1.66667;6
 1.66667 2.5 1.66667;6
 1.66667 2.5 1.66667;6
 2.5 2.5 1.66667;6
 2.5 2.5 1.66667;6
 2.5 2.5 1.66667;6
 3.33333 2.5 1.66667;6
 3.33333 2.5 1.66667;6
 3.33333 2.5 1.66667;6
 4.16667 2.5 1.66667;6
 4.16667 2.5 1.66667;6
 4.16667 2.5 1.66667;6
 5 2.5 1.66667;11
 5 2.5 1.66667;11
 5 2.5 1.66667;11
 0 3.33333 1.66667;6
 0 3.33333 1.66667;6
 0 3.33333 1.66667;6
 0.833333 3.33333 1.66667;6
 0.833333 3.33333 1.66667;6
 0.833333 3.33333 1.66667;6
 1.66667 3.33333 1.66667;6
 1.66667 3.33333 1.66667;6
 1.66667 3.33333 1.66667;6
 2.5 3.33333 1.66667;6
 2.5 3.33333 1.66667;6
 2.5 3.33333 1.66667;6
 3.33333 3.33333 1.66667;6
 3.33333 3.33333 1.66667;6
 3.33333 3.33333 1.66667;6
 4.16667 3.33333 1.66667;6
 4.16667 3.33333 1.66667;6
 4.16667 3.33333 1.66667;6
 5 3.33333 1.66667;11
 5 3.33333 1.66667;11
 5 3.33333 1.66667;11
 0 4.16667 1.66667;6
 0 4.16667 1.66667;6
 0 4.16667 1.66667;6
 0.833333 4.16667 1.66667;6
 0.833333 4.16667 1.66667;6
 0.833333 4.16667 1.66667;6
 1.66667 4.16667 1.66667;6
 1.66667 4.16667 1.66667;6
 1.66667 4.16667 1.66667;6
 2.5 4.16667 1.66667;6
 2.5 4.16667 1.66667;6
 2.5 4.16667 1.66667;6
 3.33333 4.16667 1.66667;6
 3.33333 4.16667 1.66667;6
 3.33333 4.16667 1.66667;6
 4.16667 4.16667 1.66667;6
 4.16667 4.16667 1.66667;6
 4.16667 4.16667 1.66667;6
 5 4.16667 1.66667;11
 5 4.16667 1.66667;11
 5 4.16667 1.66667;11
 0 5 1.66667;9
 0 5 1.66667;9
 0 5 1.66667;9
 0.833333 5 1.66667;9
 0.833333 5 1.66667;9
 0.833333 5 1.66667;9
 1.66667 5 1.66667;9
 1.66667 5 1.66667;9
 1.66667 5 1.66667;9
 2.5 5 1.66667;9
 2.5 5 1.66667;9
 2.5 5 1.66667;9
 3.33333 5 1.66667;9
 3.33333 5 1.66667;9
 3.33333 5 1.66667;9
 4.16667 5 1.66667;9
 4.16667 5 1.66667;9
 4.16667 5 1.66667;9
 5 5 1.66667;12
 5 5 1.66667;12
 5 5 1.66667;12
 0 5.83333 1.66667;4
 0 5.83333 1.66667;4
 0 5.83333 1.66667;4
 0.833333 5.83333 1.66667;4
 0.833333 5.83333 1.66667;4
 0.833333 5.83333 1.66667;4
 1.66667 5.83333 1.66667;4
 1.66667 5.83333 1.66667;4
 1.66667 5.83333 1.66667;4
 2.5 5.83333 1.66667;4
 2.5 5.83333 1.66667;4
 2.5 5.83333 1.66667;4
 3.33333 5.83333 1.66667;4
 3.33333 5.83333 1.66667;4
 3.33333 5.83333 1.66667;4
 4.16667 5.83333 1.66667;4
 4.16667 5.83333 1.66667;4
 4.16667 5.83333 1.66667;4
 5 5.83333 1.66667;10
 5 5.83333 1.66667;10
 5 5.83333 1.66667;10
 0 6.66667 1.66667;4
 0 6.66667 1.66667;4
 0 6.66667 1.66667;4
 0.833333 6.66667 1.66667;4
 0.833333 6.66667 1.66667;4
 0.833333 6.66667 1.66667;4
 1.66667 6.66667 1.66667;4
 1.66667 6.66667 1.66667;4
 1.66667 6.66667 1.66667;4
 2.5 6.66667 1.66667;4
 2.5 6.66667 1.66667;4
 2.5 6.66667 1.66667;4
 3.33333 6.66667 1.66667;4
 3.33333 6.66667 1.66667;4
 3.33333 6.66667 1.66667;4
 4.16667 6.66667 1.66667;4
 4.16667 6.66667 1.66667;4
 4.16667 6.66667 1.66667;4
 5 6.66667 1.66667;10
 5 6.66667 1.66667;10
 5 6.66667 1.66667;10
 0 7.5 1.66667;4
 0 7.5 1.66667;4
 0 7.5 1.66667;4
 0.833333 7.5 1.66667;4
 0.833333 7.5 1.66667;4
 0.833333 7.5 1.66667;4
 1.66667 7.5 1.66667;4
 1.66667 7.5 1.66667;4
 1.66667 7.5 1.66667;4
 2.5 7.5 1.66667;4
 2.5 7.5 1.66667;4
 2.5 7.5 1.66667;4
 3.33333 7.5 1.66667;4
 3.33333 7.5 1.66667;4
 3.33333 7.5 1.66667;4
 4.16667 7.5 1.66667;4
 4.16667 7.5 1.66667;4
 4.16667 7.5 1.66667;4
 5 7.5 1.66667;10
 5 7.5 1.66667;10
 5 7.5 1.66667;10
 0 8.33333 1.66667;4
 0 8.33333 1.66667;4
 0 8.33333 1.66667;4
 0.833333 8.33333 1.66667;4
 0.833333 8.33333 1.66667;4
 0.833333 8.33333 1.66667;4
 1.66667 8.33333 1.66667;4
 1.66667 8.33333 1.66667;4
 1.66667 8.33333 1.66667;4
 2.5 8.33333 1.66667;4
 2.5 8.33333 1.66667;4
 2.5 8.33333 1.66667;4
 3.33333 8.33333 1.66667;4
 3.33333 8.33333 1.66667;4
 3.33333 8.33333 1.66667;4
 4.16667 8.33333 1.66667;4
 4.16667 8.33333 1.66667;4
 4.16667 8.33333 1.66667;4
 5 8.33333 1.66667;10
 5 8.33333 1.66667;10
 5 8.33333 1.66667;10
 0 9.16667 1.66667;4
 0 9.16667 1.66667;4
 0 9.16667 1.66667;4
 0.833333 9.16667 1.66667;4
 0.833333 9.16667 1.66667;4
 0.833333 9.16667 1.66667;4
 1.66667 9.16667 1.66667;4
 1.66667 9.16667 1.66667;4
 1.66667 9.16667 1.66667;4
 2.5 9.16667 1.66667;4
 2.5 9.16667 1.66667;4
 2.5 9.16667 1.66667;4
 3.33333 9.16667 1.66667;4
 3.33333 9.16667 1.66667;4
 3.33333 9.16667 1.66667;4
 4.16667 9.16667 1.66667;4
 4.16667 9.16667 1.66667;4
 4.16667 9.16667 1.66667;4
 5 9.16667 1.66667;10
 5 9.16667 1.66667;10
 5 9.16667 1.66667;10
 0 10 1.66667;4
 0 10 1.66667;4
 0 10 1.66667;4
 0.833333 10 1.66667;4
 0.833333 10 1.66667;4
 0.833333 10 1.66667;4
 1.66667 10 1.66667;4
 1.66667 10 1.66667;4
 1.66667 10 1.66667;4
 2.5 10 1.66667;4
 2.5 10 1.66667;4
 2.5 10 1.66667;4
 3.33333 10 1.66667;4
 3.33333 10 1.66667;4
 3.33333 10 1.66667;4
 4.16667 10 1.66667;4
 4.16667 10 1.66667;4
 4.16667 10 1.66667;4
 5 10 1.66667;10
 5 10 1.66667;10
 5 10 1.66667;10
 0 0 2.5;6
 0 0 2.5;6
 0 0 2.5;6
 0.833333 0 2.5;6
 0.833333 0 2.5;6
 0.833333 0 2.5;6
 1.66667 0 2.5;6
 1.66667 0 2.5;6
 1.66667 0 2.5;6
 2.5 0 2.5;6
 2.5 0 2.5;6
 2.5 0 2.5;6
 3.33333 0 2.5;6
 3.33333 0 2.5;6
 3.33333 0 2.5;6
 4.16667 0 2.5;6
 4.16667 0 2.5;6
 4.16667 0 2.5;6
 5 0 2.5;11
 5 0 2.5;11
 5 0 2.5;11
 0 0.833333 2.5;6
 0 0.833333 2.5;6
 0 0.833333 2.5;6
 0.833333 0.833333 2.5;6
 0.833333 0.833333 2.5;6
 0.833333 0.833333 2.5;6
 1.66667 0.833333 2.5;6
 1.66667 0.833333 2.5;6
 1.66667 0.833333 2.5;6
 2.5 0.833333 2.5;6
 2.5 0.833333 2.5;6
 2.5 0.833333 2.5;6
 3.33333 0.833333 2.5;6
 3.33333 0.833333 2.5;6
 3.33333 0.833333 2.5;6
 4.16667 0.833333 2.5;6
 4.16667 0.833333 2.5;6
 4.16667 0.833333 2.5;6
 5 0.833333 2.5;11
 5 0.833333 2.5;11
 5 0.833333 2.5;11
 0 1.66667 2.5;6
 0 1.66667 2.5;6
 0 1.66667 2.5;6
 0.833333 1.66667 2.5;6
 0.833333 1.66667 2.5;6
 0.833333 1.66667 2.5;6
 1.66667 1.66667 2.5;6
 1.66667 1.66667 2.5;6
 1.66667 1.66667 2.5;6
 2.5 1.66667 2.5;6
 2.5 1.66667 2.5;6
 2.5 1.66667 2.5;6
 3.33333 1.66667 2.5;6
 3.33333 1.66667 2.5;6
 3.33333 1.66667 2.5;6
 4.16667 1.66667 2.5;6
 4.16667 1.66667 2.5;6
 4.16667 1.66667 2.5;6
 5 1.66667 2.5;11
 5 1.66667 2.5;11
 5 1.66667 2.5;11
 0 2.5 2.5;6
 0 2.5 2.5;6
 0 2.5 2.5;6
 0.833333 2.5 2.5;6
 0.833333 2.5 2.5;6
 0.833333 2.5 2.5;6
 1.66667 2.5 2.5;6
 1.66667 2.5 2.5;6
 1.66667 2.5 2.5;6
 2.5 2.5 2.5;6
 2.5 2.5 2.5;6
 2.5 2.5 2.5;6
 3.33333 2.5 2.5;6
 3.33333 2.5 2.5;6
 3.33333 2.5 2.5;6
 4.16667 2.5 2.5;6
 4.16667 2.5 2.5;6
 4.16667 2.5 2.5;6
 5 2.5 2.5;11
 5 2.5 2.5;11
 5 2.5 2.5;11
 0 3.33333 2.5;6
 0 3.33333 2.5;6
 0 3.33333 2.5;6
 0.833333 3.33333 2.5;6
 0.833333 3.33333 2.5;6
 0.833333 3.33333 2.5;6
 1.66667 3.33333 2.5;6
 1.66667 3.33333 2.5;6
 1.66667 3.33333 2.5;6
 2.5 3.33333 2.5;6
 2.5 3.33333 2.5;6
 2.5 3.33333 2.5;6
 3.33333 3.33333 2.5;6
 3.33333 3.33333 2.5;6
 3.33333 3.33333 2.5;6
 4.16667 3.33333 2.5;6
 4.16667 3.33333 2.5;6
 4.16667 3.33333 2.5;6
 5 3.33333 2.5;11
 5 3.33333 2.5;11
